Tweet,HS_Individual,HS_Group,Cleaned_Tweet,Tweet_list
"USERS USERS USERS USERS USERS USERS USERS USERS Warisan presiden-presiden masa lalu. Hasil 10 tahun cuma beberapa album lagu, kadernya korup bareng. Tapi sekarang mereka bertingkah seperti itu",0,1,si si si si si si si si waris presiden presiden hasil 10 album lagu kader korup bareng be ingkah sepe i,"['si', 'si', 'si', 'si', 'si', 'si', 'si', 'si', 'waris', 'presiden', 'presiden', 'hasil', '10', 'album', 'lagu', 'kader', 'korup', 'bareng', 'be', 'ingkah', 'sepe', 'i']"
PENGGUNA Usir China dari negara ini PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA,0,1,usir cina negara,"['usir', 'cina', 'negara']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Otaknya menyatu......',1,0,otak,['otak']
USER USER Makanya planganya kosong. Orang tidak punya kepala alias otaknya bodoh.',1,0,planganya kosong orang kepala alias otak bodoh,"['planganya', 'kosong', 'orang', 'kepala', 'alias', 'otak', 'bodoh']"
USER USER USER USER Para pejabat tinggi yang sebelumnya membela penodaan agama kini bisa berpura-pura membela agama; ha ha ha ha; Mabuk,1,0,jabat bela noda agama pura pura bela agama mabuk,"['jabat', 'bela', 'noda', 'agama', 'pura', 'pura', 'bela', 'agama', 'mabuk']"
"USER USER Wajahmu cabul, kalau punya wajah ya, tapi banci, berani anonim...'",1,0,wajah cabul wajah ya banci berani anonim,"['wajah', 'cabul', 'wajah', 'ya', 'banci', 'berani', 'anonim']"
Admin PENGGUNA yang bodoh',1,0,admin bodoh,"['admin', 'bodoh']"
RT USER USER Orang ini spesial di mata Jokowi. Namun masyarakat tidak akan tertipu dengan penyamarannya. mendukung Perppu Ormas,1,0,orang spesial mata jokowi masyarakat te ipu samar dukung atur perintah ganti undang undang organisasi masyarakat,"['orang', 'spesial', 'mata', 'jokowi', 'masyarakat', 'te', 'ipu', 'samar', 'dukung', 'atur', 'perintah', 'ganti', 'undang', 'undang', 'organisasi', 'masyarakat']"
"Kamu salah terus Jo, dari kemarin kamu merasa ringan dan itu saja'",1,0,salah jo kemarin ringan,"['salah', 'jo', 'kemarin', 'ringan']"
"USER USER Marah, orang-orang Anda...\nMemang, menurut saya begitu...\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98 \x80 \nMatilah saja nak...minum air kencing unta'",1,0,marah orang orang mati nak minum air kencing unta,"['marah', 'orang', 'orang', 'mati', 'nak', 'minum', 'air', 'kencing', 'unta']"
"PENGGUNA Plonga plongo...pah poh..dlongap dlongop..; Namun saya ingin melaporkan bahwa saya adalah seorang ahli dalam bidang filsafat; Memang benar kebodohan berada di garis depan, semoga hukum tidak bias dan Pak USER tidak terbukti menghina agama. Janda USER ini akan digugat lagi",1,0,plonga plongo pah poh plonga plongo lapor orang ahli bidang filsafat bodoh garis moga hukum bias bukti hina agama janda gugat,"['plonga', 'plongo', 'pah', 'poh', 'plonga', 'plongo', 'lapor', 'orang', 'ahli', 'bidang', 'filsafat', 'bodoh', 'garis', 'moga', 'hukum', 'bias', 'bukti', 'hina', 'agama', 'janda', 'gugat']"
"USER USER USER USER USER USER bilang Indonesia akan hilang di tahun 2030..kalau punya idola yang BODOH, pasti followernya pun BODOH..dan dia brengsek..anak-anaknya juga akan brengsek. .'",0,1,bilang indonesia hilang 2030 idola bodoh followernya bodoh berengsek anak anak berengsek,"['bilang', 'indonesia', 'hilang', '2030', 'idola', 'bodoh', 'followernya', 'bodoh', 'berengsek', 'anak', 'anak', 'berengsek']"
"Hukum Indonesia! Sementara itu, Jokowi mengubah Indonesia menjadi negara dominion, yang dikomplotkan oleh Jokowi! menggulingkan Jokowi",1,0,hukum indonesia jokowi ubah indonesia negara dominion komplot jokowi guling jokowi,"['hukum', 'indonesia', 'jokowi', 'ubah', 'indonesia', 'negara', 'dominion', 'komplot', 'jokowi', 'guling', 'jokowi']"
PENGGUNA Benar-benar tsk maho',1,0,sangka manusia homo,"['sangka', 'manusia', 'homo']"
USER USER USER USER USER \nNajis mogoladoh USER',1,0,najis mugholadoh,"['najis', 'mugholadoh']"
Mabuk-ksbb-mrebesmili. Orang aneh!',1,0,mabuk mrebes mil orang aneh,"['mabuk', 'mrebes', 'mil', 'orang', 'aneh']"
"RT USER USER Sedikit orang bilang, semakin lama semakin tidak jelas..",0,1,orang bilang,"['orang', 'bilang']"
"Coba Pak Prabowo, sampai level OB perannya akan dipanggil, Jokowi cuma klaim, cabut!!! URL",1,0,coba prabowo level office boy peran panggil jokowi klaim pergi uniform resource locator,"['coba', 'prabowo', 'level', 'office', 'boy', 'peran', 'panggil', 'jokowi', 'klaim', 'pergi', 'uniform', 'resource', 'locator']"
"Orang Tionghoa bebas asal ada mukidi; ; HANYA ADA 1 KETERAMPILAN, PENIPU!!!; Saya anak kecil seperti itu, saya bodoh dan saya tidak beruntung. Plonga plongo menghasilkan optimisme yang berlebihan; ; #2019ChangePresident #PlongaPlongo #DunningKrugerEffect",0,1,orang tionghoa bebas mukidi 1 terampil tipu anak sepe i bodoh untung plonga plongo hasil optimisme 2019changepresident plonga plongo dunning kruger effect,"['orang', 'tionghoa', 'bebas', 'mukidi', '1', 'terampil', 'tipu', 'anak', 'sepe', 'i', 'bodoh', 'untung', 'plonga', 'plongo', 'hasil', 'optimisme', '2019changepresident', 'plonga', 'plongo', 'dunning', 'kruger', 'effect']"
"USER USER Terserah saya, saya mau urus Cebong. . Haha lucu sekali kecebong jahil ini, awalnya dia berpura-pura memberikan data agar terlihat pintar di mata kecebong yang lain, haha ​​tanpa sadar dia membiarkannya lolos dan terus membela agamanya.",1,0,serah urus cebong haha lucu kecebong jahil pura pura data lihat pintar mata kecebong haha sadar biar lolos bela agama,"['serah', 'urus', 'cebong', 'haha', 'lucu', 'kecebong', 'jahil', 'pura', 'pura', 'data', 'lihat', 'pintar', 'mata', 'kecebong', 'haha', 'sadar', 'biar', 'lolos', 'bela', 'agama']"
"Ketika kamu melihat seseorang dalam kesulitan, biasanya kamu tidak mau membantu, tapi ketika kamu melihat dirimu dalam kesulitan, tidak ada yang membantumu, itu memalukan.'",1,0,lihat orang sulit bantu lihat sulit bantu malu,"['lihat', 'orang', 'sulit', 'bantu', 'lihat', 'sulit', 'bantu', 'malu']"
"PENGGUNA Ade Ustad yang otaknya bertengger di lutut dan sulit berjalan jika tidak membawa amplop, masih dibiarkan berkeliaran di NgOCEh.",1,0,adek ustad otak be engger lutut sulit jalan bawa amplop biar liar oceh,"['adek', 'ustad', 'otak', 'be', 'engger', 'lutut', 'sulit', 'jalan', 'bawa', 'amplop', 'biar', 'liar', 'oceh']"
EANJINK HATI-HATI ORANG BIRU MEMBAWA ORANG KE BELAKANG GUA TIDUR MENGGUNAKAN AHGABONG BODOH,0,1,eh anjing hati hati orang biru bawa orang gue tidur ahgabong bodoh,"['eh', 'anjing', 'hati', 'hati', 'orang', 'biru', 'bawa', 'orang', 'gue', 'tidur', 'ahgabong', 'bodoh']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Dua orang ini layak disebut SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 BAHKAN MENGEBOM SEBUAH DESA TAK AKAN MEMBUAT ORANG MATI.',1,0,orang layak sontoloyo bom buah desa orang mati,"['orang', 'layak', 'sontoloyo', 'bom', 'buah', 'desa', 'orang', 'mati']"
PENGGUNA Ketua kelas tidak memahami peraturan. Indonesia bisa hancur jika hal ini terus berlanjut. #2019GantiPresiden,1,0,ketua kelas paham atur indonesia hancur 2019 ganti presiden,"['ketua', 'kelas', 'paham', 'atur', 'indonesia', 'hancur', '2019', 'ganti', 'presiden']"
Yang jelas kaki tangan komunis... Yang teriak huuuu ke Pak Taufik Ismail -hafizhahullah URL,0,1,kaki tangan komunis teriak huuuu taufik ismail hafizhahullah uniform resource locator,"['kaki', 'tangan', 'komunis', 'teriak', 'huuuu', 'taufik', 'ismail', 'hafizhahullah', 'uniform', 'resource', 'locator']"
USER USER Kepentingan nasional? Berbicara dengan ember sono!! Katakanlah Anda tidak memiliki data. Cm modal congor atau ludah. Nenek yang sedang hamil juga bisa melakukannya,1,0,nasional bicara ember milik data modal congor ludah nenek hamil laku,"['nasional', 'bicara', 'ember', 'milik', 'data', 'modal', 'congor', 'ludah', 'nenek', 'hamil', 'laku']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Kalau urusan kecebong harus santai bro..kalau santai kan menyebalkan dan bikin kecebong emosi banget\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0,urus kecebong santai bro santai sebal bikin kecebong emosi banget,"['urus', 'kecebong', 'santai', 'bro', 'santai', 'sebal', 'bikin', 'kecebong', 'emosi', 'banget']"
"RT USER USER Ada yang aneh dengan Pak USER jika KPK dibubarkan, siapa OTT yang mencuri rakyat Siapa???",1,0,aneh komisi berantas korupsi bubar ott curi rakyat,"['aneh', 'komisi', 'berantas', 'korupsi', 'bubar', 'ott', 'curi', 'rakyat']"
"RT USER USER minta bantuan saudara-saudara Ahmadiyah di Depok, masjid sudah disegel Pemda. Dulu, Pilpres memilih Jokowi-Jk.",0,1,bantu saudara saudara ahmadiyah depok masjid segel perintah daerah pilih presiden pilih jokowi,"['bantu', 'saudara', 'saudara', 'ahmadiyah', 'depok', 'masjid', 'segel', 'perintah', 'daerah', 'pilih', 'presiden', 'pilih', 'jokowi']"
"USER USER hehe, biasa saja... Saya tidak bisa membantah lalu saya dituduh sebagai orang Cina... tipikal anak haram.'",0,1,hehe ban tuduh orang cina tipikal anak haram,"['hehe', 'ban', 'tuduh', 'orang', 'cina', 'tipikal', 'anak', 'haram']"
PENGGUNA JOKOWI - AHY VS PRABOWO - (Belum tahu siapa); #2019gantipresiden; #2019presiden baru; #Asalkan bukan Jokowi,1,0,jokowi agus harimurti yudhoyono lawan prabowo 2019 ganti presiden 2019presiden jokowi,"['jokowi', 'agus', 'harimurti', 'yudhoyono', 'lawan', 'prabowo', '2019', 'ganti', 'presiden', '2019presiden', 'jokowi']"
"USER USER USER Siapa ustad permainan itu, saya lupa siapa yang meminta pidato Cebong dan Kampret dihentikan. Yang harus dihentikan adalah komentar-komentar yang lebih tidak pantas dari Kafir, Dajjal, dll. \xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\",1,0,ustad main lupa pidato cebong kampret henti henti komentar komentar kafir dajjal,"['ustad', 'main', 'lupa', 'pidato', 'cebong', 'kampret', 'henti', 'henti', 'komentar', 'komentar', 'kafir', 'dajjal']"
ANJING TERBANG HILANG; BURUNG MEMILIKI SAYAP BIRU; SATUKAN SUARA ANDA SAAT PEMILU; KAMI MEMILIH PRESIDEN BARU; ; MEMANCING MALAM; IKAN DIMAKAN CAMPUR DENGAN Ketan; MARI MENANGKAN PARTAI ISLAM; KAMI MENGHANCURKAN PARTAI SETAN! ; ; ALLAH MAHA BESAR..,0,1,anjing terbang hilang burung milik sayap biru suara pilih pilih presiden pancing malam ikan makan campur ketan mari menang ai islam hancur ai setan allah maha,"['anjing', 'terbang', 'hilang', 'burung', 'milik', 'sayap', 'biru', 'suara', 'pilih', 'pilih', 'presiden', 'pancing', 'malam', 'ikan', 'makan', 'campur', 'ketan', 'mari', 'menang', 'ai', 'islam', 'hancur', 'ai', 'setan', 'allah', 'maha']"
"Ya ampun, sumbu sinyalnya jelek banget",0,1,ya ampun sumbu sinyal jelek banget,"['ya', 'ampun', 'sumbu', 'sinyal', 'jelek', 'banget']"
PENGGUNA TAHU AKU CUKUP BICARA DENGAN ONTA!',1,0,bicara onta,"['bicara', 'onta']"
"PENGGUNA Apakah Anda membela diri dan mencari pembelaan ini? Carsen juga, kan? \n\nKalau aku jadi kamu, aku tidak akan bangga mempelajari 2 mata pelajaran, hanya saja sayang sekali.'",1,0,bela cari bela cari sensasi bangga ajar 2 mata ajar sayang,"['bela', 'cari', 'bela', 'cari', 'sensasi', 'bangga', 'ajar', '2', 'mata', 'ajar', 'sayang']"
PENGGUNA Bawang Putih kafir... China paham komunisme... Hati-hati bawang putih akan mencoreng negara di Indonesia',0,1,bawang putih kafir cina paham komunisme hati hati bawang putih coreng negara indonesia,"['bawang', 'putih', 'kafir', 'cina', 'paham', 'komunisme', 'hati', 'hati', 'bawang', 'putih', 'coreng', 'negara', 'indonesia']"
USER Wow admin USER bodoh kuadrat',1,0,admin bodoh kuadrat,"['admin', 'bodoh', 'kuadrat']"
USER USER Islam nusantara tidak ada bedanya dengan cebong Indonesia',0,1,islam nusantara beda cebong indonesia,"['islam', 'nusantara', 'beda', 'cebong', 'indonesia']"
"Tiba-tiba anda sadar bahwa bahasa ""kampret-cebong"" tidak pantas...setelah sekian lama menebarkan bahasa tersebut dengan segala SARA dan kebencian...?? Lalu ada tulisan ""KAFIR, CINA, PKI...dll...?? #MUNAKIN.""",0,1,sadar bahasa kampret cebong sekian tebar bahasa sara benci tulis kafir cina partai komunis indonesia munakin,"['sadar', 'bahasa', 'kampret', 'cebong', 'sekian', 'tebar', 'bahasa', 'sara', 'benci', 'tulis', 'kafir', 'cina', 'partai', 'komunis', 'indonesia', 'munakin']"
"USER USER USER USER Bukan Sekadar Paman KORUP, PDIP Ternyata Punya Banyak Keahlian Tersembunyi\n\nURL",0,1,paman korup partai demokrasi indonesia juang nyata ahli sembunyi uniform resource locator,"['paman', 'korup', 'partai', 'demokrasi', 'indonesia', 'juang', 'nyata', 'ahli', 'sembunyi', 'uniform', 'resource', 'locator']"
Pengguna,1,0,,[]
Tak percaya SBY difitnah seperti Jokowi sekarang :( Tapi SBY Bukan Diktator Seperti Jokowi URL,1,0,percaya susilo bambang yudhoyono fitnah sepe i jokowi susilo bambang yudhoyono diktator sepe i jokowi uniform resource locator,"['percaya', 'susilo', 'bambang', 'yudhoyono', 'fitnah', 'sepe', 'i', 'jokowi', 'susilo', 'bambang', 'yudhoyono', 'diktator', 'sepe', 'i', 'jokowi', 'uniform', 'resource', 'locator']"
"USER menolak bertanya, tolong apakah Anda pasti idiot'",0,1,tolak be anya tolong idiot,"['tolak', 'be', 'anya', 'tolong', 'idiot']"
"USER USER Kalau punya kelainan otak, jangan disimpan'",1,0,otak simpan,"['otak', 'simpan']"
"USER USER USER MATA ANDA YANG DIPILIH A? Saya tidak punya uang, terpaksa beli, utang belum cair, baru mau bersiap, 11 bank sudah kisruh. Lalu saat saya bayarkan dananya tidak ada jawaban “TIDAK BISNIS SENDIRI”. BODOH PLUS BODOH semuanya sudah diambil'",1,0,mata pilih a uang paksa beli utang cair 11 bank kisruh bayar dana bisnis bodoh plus bodoh ambil,"['mata', 'pilih', 'a', 'uang', 'paksa', 'beli', 'utang', 'cair', '11', 'bank', 'kisruh', 'bayar', 'dana', 'bisnis', 'bodoh', 'plus', 'bodoh', 'ambil']"
"USER USER USER USER Yakin sekolahmu...agamamu di sekolah itu merah...kamu pembohong...apakah barangmu benar-benar buatan Saudi??? ..kebanyakan ponsel Cina..Kasihan hidupmu..jangan gila, Jokowi. 2 periode, Ahok tahun depan bebas...TGB sudah",1,0,sekolah agama sekolah merah bohong barang saudi ponsel cina kasihan hidup gila jokowi 2 periode ahok bebas tuan guru bajang,"['sekolah', 'agama', 'sekolah', 'merah', 'bohong', 'barang', 'saudi', 'ponsel', 'cina', 'kasihan', 'hidup', 'gila', 'jokowi', '2', 'periode', 'ahok', 'bebas', 'tuan', 'guru', 'bajang']"
USER Kaleng banci kaleng',1,0,kaleng banci kaleng,"['kaleng', 'banci', 'kaleng']"
"USER USER Kampret you zonk...di matamu selalu salah pak jokowi dan pemerintahan ini. Wow, tepat di matamu",1,0,kampret apes mata salah jokowi perintah mata,"['kampret', 'apes', 'mata', 'salah', 'jokowi', 'perintah', 'mata']"
"Kok utangnya lebih dari empat ribu triliun!&amp; Kayaknya sengaja nambah utang baru! Rezim Jokowi Nggak Punya Rasa Nasionalis! Nggak Pancasilais! Dan ramalan saya memang ditujukan untuk menghancurkan negara! Biar digadaikan aja, bumi pertiwi! Dijual ke kita",1,0,utang ribu triliun amp kayak sengaja utang rezim jokowi nasionalis pancasilais ramal tuju hancur negara biar gadai bumi pe iwi jual,"['utang', 'ribu', 'triliun', 'amp', 'kayak', 'sengaja', 'utang', 'rezim', 'jokowi', 'nasionalis', 'pancasilais', 'ramal', 'tuju', 'hancur', 'negara', 'biar', 'gadai', 'bumi', 'pe', 'iwi', 'jual']"
Korban rezim komunis tidak sedikit. Jumlahnya tidak tanggung-tanggung; 100 juta darah manusia tertumpah karena ideologi yang menghalalkan segala cara.,1,0,korban rezim komunis tanggung tanggung 100 juta darah manusia te umpah ideologi halal,"['korban', 'rezim', 'komunis', 'tanggung', 'tanggung', '100', 'juta', 'darah', 'manusia', 'te', 'umpah', 'ideologi', 'halal']"
"Semua berawal dari AHOK JAMBAN yang dibela aparat, umat Kristen dan kafir China lainnya semakin berani membajak URL tersebut.",0,1,ahok jamban bela aparat umat kristen kafir cina berani bajak uniform resource locator,"['ahok', 'jamban', 'bela', 'aparat', 'umat', 'kristen', 'kafir', 'cina', 'berani', 'bajak', 'uniform', 'resource', 'locator']"
"ORGAN ITU AMIN, SEL. AGAMA ITU HAK KALIAN.....TAPI SAYANGNYA OTAK PENJAMBRET YANG MENCIPTAKAN PENJAMBRET ITU DAN RESMI DITANGKAP OLEH KPK",1,0,organ amin sel agama hak sayang otak jambret cipta jambret resmi tangkap komisi berantas korupsi,"['organ', 'amin', 'sel', 'agama', 'hak', 'sayang', 'otak', 'jambret', 'cipta', 'jambret', 'resmi', 'tangkap', 'komisi', 'berantas', 'korupsi']"
"USER sudah mati, bodoh'",1,0,mati bodoh,"['mati', 'bodoh']"
Orang China dikatakan kaya? Mengapa kamu putus sekolah? Kebanyakan clubbing?,0,1,orang cina kayak putus sekolah clubbing,"['orang', 'cina', 'kayak', 'putus', 'sekolah', 'clubbing']"
"RT USER USER OK, mundur saja Pak USER (jika tidak, Anda akan membunuh 260 juta orang secara perlahan",1,0,oke mundur bunuh 260 juta orang perlahan,"['oke', 'mundur', 'bunuh', '260', 'juta', 'orang', 'perlahan']"
"USER USER Khawatir menjadi seperti banci, hanya menyebalkan'",1,0,khawatir sepe i banci sebal,"['khawatir', 'sepe', 'i', 'banci', 'sebal']"
Doakan Setya Novanto capek mati. Semoga Setya Novanto meninggal di URL Banda,1,0,doa setya novanto cape mati moga setya novanto tinggal uniform resource locator banda,"['doa', 'setya', 'novanto', 'cape', 'mati', 'moga', 'setya', 'novanto', 'tinggal', 'uniform', 'resource', 'locator', 'banda']"
"Jujurkah Anda meramalkan Muhammad mendiskreditkan nama Tuhan, melegalkan kejahatan Pak Lukman?",0,1,jujur ramal muhammad diskredit nama tuhan legal jahat lukman,"['jujur', 'ramal', 'muhammad', 'diskredit', 'nama', 'tuhan', 'legal', 'jahat', 'lukman']"
Saya trauma lama beli pulsa padahal jelek. Bangsad atau Tri atau Indosat terlihat sama \xf0\x9f\x98\xad',0,1,trauma beli pulsa jelek bangsat tri indosat lihat,"['trauma', 'beli', 'pulsa', 'jelek', 'bangsat', 'tri', 'indosat', 'lihat']"
"USER Apa salahnya hanya menulis “sportivitas”? ""Sportivitas"" seharusnya benar. Ahai... banci kalengan digoreng lagi... memalukan sampah warnet. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,0,salah tulis spo ivitas spo ivitas ahai banci kaleng goreng malu sampah warung internet,"['salah', 'tulis', 'spo', 'ivitas', 'spo', 'ivitas', 'ahai', 'banci', 'kaleng', 'goreng', 'malu', 'sampah', 'warung', 'internet']"
USER Makanya Golkar Tuntut Setya Novanto Dipecat dari DPR dan Pembelanya USER USER Mundur Jadi Pemimpin Kalau Malu,0,1,golkar tuntut setya novanto pecat dewan wakil rakyat bela mundur pimpin malu,"['golkar', 'tuntut', 'setya', 'novanto', 'pecat', 'dewan', 'wakil', 'rakyat', 'bela', 'mundur', 'pimpin', 'malu']"
"USER Negeri Ini Sudah Terjual......\nInilah Kehebatan Kebijakan Jokowi, Negeri Menjadi Kosong Dan Sudah Ada Dua Kekuasaan Pemerintahan Di Negeri Ini, CPNS Tahun Ini Didedikasikan Untuk Mempersempit Orang Yang Berjiwa Sinamata, mereka telah memperkosa negara mereka sendiri, Anda adalah pengkhianat dasar. PKI.'",1,0,negeri jual hebat bijak jokowi negeri kosong kuasa perintah negeri calon pegawai negeri sipil dedikasi sempit orang jiwa sinamata perkosa negara penghianat dasar partai komunis indonesia,"['negeri', 'jual', 'hebat', 'bijak', 'jokowi', 'negeri', 'kosong', 'kuasa', 'perintah', 'negeri', 'calon', 'pegawai', 'negeri', 'sipil', 'dedikasi', 'sempit', 'orang', 'jiwa', 'sinamata', 'perkosa', 'negara', 'penghianat', 'dasar', 'partai', 'komunis', 'indonesia']"
PENGGUNA Bajingan banci manatuh\xf0\x9f\x98\x82',1,0,bajing banci,"['bajing', 'banci']"
"PENGGUNA Ahok tidak meremehkan Islam, dia adalah korban politik yang kejam, anak bangsa yang prestasinya dibunuh. Siapa yang bodoh jika mencobanya?'",1,0,ahok remeh islam korban politik kejam anak bangsa prestasi bunuh bodoh coba,"['ahok', 'remeh', 'islam', 'korban', 'politik', 'kejam', 'anak', 'bangsa', 'prestasi', 'bunuh', 'bodoh', 'coba']"
USER Cebong pakai istilah tapi hasilnya tetap 0',0,1,cebong pakai istilah hasil 0,"['cebong', 'pakai', 'istilah', 'hasil', '0']"
"USER Ketua DPRD Hutan Rimba yang ketuanya adalah Ungka, maka Yang Terhormat Ahli yang tergabung dalam Kepala Kera (Parti Beruk2 Nyanyuk) adalah Kera yang tidak mempunyai cukup makanan. \n\nParlemen Malaysia UmnoBN = Parlemen Taman Rimba Taman Negara'",0,1,ketua dewan wakil rakyat daerah hutan rimba ketua ungka hormat ahli gabung kepala kera i beruk beruk nyanyuk kera makan parlemen malaysia umnobn parlemen taman rimba taman negara,"['ketua', 'dewan', 'wakil', 'rakyat', 'daerah', 'hutan', 'rimba', 'ketua', 'ungka', 'hormat', 'ahli', 'gabung', 'kepala', 'kera', 'i', 'beruk', 'beruk', 'nyanyuk', 'kera', 'makan', 'parlemen', 'malaysia', 'umnobn', 'parlemen', 'taman', 'rimba', 'taman', 'negara']"
"Ada yang punya hobi:\nUtang\nJual Aset\nSibuk dengan segala hal\nJual Isu Radikal\nImpor produk pertanian/peternakan\nImpor TKA asing\nAmnesia pura-pura lupa\n#Akhlak burukcuihhh\nDan,\nMasyarakat dijadikan PLONGA PLONGO Rp. 14 ribu/hari sudah tidak MISKIN lagi\n\xf0\x9f\xa4\x94\xf0\x9f\x",1,0,hobi utang jual aset sibuk jual isu radikal impor produk pe ani terna impor tenaga kerja asing asing amnesia pura pura lupa akhlak burukcuihhh masyarakat plonga plongo rupiah 14 ribu miskin,"['hobi', 'utang', 'jual', 'aset', 'sibuk', 'jual', 'isu', 'radikal', 'impor', 'produk', 'pe', 'ani', 'terna', 'impor', 'tenaga', 'kerja', 'asing', 'asing', 'amnesia', 'pura', 'pura', 'lupa', 'akhlak', 'burukcuihhh', 'masyarakat', 'plonga', 'plongo', 'rupiah', '14', 'ribu', 'miskin']"
PENGGUNA PENGGUNA Kebanyakan orang minum air kencing unta...',1,0,orang minum air kencing unta,"['orang', 'minum', 'air', 'kencing', 'unta']"
"USER USER USER Selama Anda tidak menyebutkan yang mana, bolehkah? Bagaimana kalau dia bilang semua umat beragama itu bodoh? Yang penting dia tidak bilang dia Muslim? Logika bodoh, kalau dibilang kitab suci, malah lebih parah lagi, artinya menghina semua agama",1,0,bilang umat agama bodoh bilang muslim logika bodoh bilang kitab suci parah a inya hina agama,"['bilang', 'umat', 'agama', 'bodoh', 'bilang', 'muslim', 'logika', 'bodoh', 'bilang', 'kitab', 'suci', 'parah', 'a', 'inya', 'hina', 'agama']"
"USER brengsek. Bukankah benar Anda hanya mendapat pujian? Anda mendapatkan banyak teman. Biar kamu merantau ke orang yang kamu kenal, haha.'",1,0,berengsek puji teman biar rantau orang kenal haha,"['berengsek', 'puji', 'teman', 'biar', 'rantau', 'orang', 'kenal', 'haha']"
"Balasan USER lama sekali, pecundang :( cepat ah'",1,0,balas cundang cepat ah,"['balas', 'cundang', 'cepat', 'ah']"
"USER USER Ferdinand harus pintar-pintar menjaga congornya. Jangan bertingkah seperti orang penting. Lawan kita, Jokowi, bukanlah teman kita. Aku lihat kamu sering menyerang sana-sini, bodoh. Saya katakan, posisi Anda saat ini diisi oleh Ruhut Tumpul. Itu berarti otakmu",1,0,ferdinan pintar pintar jaga congor be ingkah sepe i orang lawan jokowi teman lihat serang bodoh posisi isi ruhut tumpul bera i otak,"['ferdinan', 'pintar', 'pintar', 'jaga', 'congor', 'be', 'ingkah', 'sepe', 'i', 'orang', 'lawan', 'jokowi', 'teman', 'lihat', 'serang', 'bodoh', 'posisi', 'isi', 'ruhut', 'tumpul', 'bera', 'i', 'otak']"
"Ayo Buang Al Quran, Buku Sampah USER USER USER USER USER",0,1,ayo buang al alquran buku sampah,"['ayo', 'buang', 'al', 'alquran', 'buku', 'sampah']"
PENGGUNA Barokalloh Pak.; Saya mendukungnya dengan; #2019GantiPresiden; #2019Perubahan Rezim; #HANCURKAN PARTAISETAN,0,1,barakallah dukung 2019 ganti presiden 2019perubahan rezim hancur aisetan,"['barakallah', 'dukung', '2019', 'ganti', 'presiden', '2019perubahan', 'rezim', 'hancur', 'aisetan']"
"Itu salah PENGGUNA, ini semua salah cebong!!'",0,1,salah salah cebong,"['salah', 'salah', 'cebong']"
USER USER Kalau Jokowi - Tommy jadi RI1 & RI2. Yang pasti banyak cebong yang bunuh diri. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,jokowi tommy republik indonesia 1 republik indonesia 2 cebong bunuh,"['jokowi', 'tommy', 'republik', 'indonesia', '1', 'republik', 'indonesia', '2', 'cebong', 'bunuh']"
"Jika perlu, Anda juga bisa mencopot orang yang pada dasarnya adalah pengecut Jokowi ini",1,0,copot orang dasar kecut jokowi,"['copot', 'orang', 'dasar', 'kecut', 'jokowi']"
PopularB1 8: Prabowo Diminta Tak Gunakan Isu Rohingya untuk Menekan URL URL Pemerintah,1,0,popularb1 8 prabowo isu rohingya tekan uniform resource locator uniform resource locator perintah,"['popularb1', '8', 'prabowo', 'isu', 'rohingya', 'tekan', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator', 'perintah']"
"PENGGUNA RT: PENGGUNA Ahok adalah sosok yang lengkap, selain hatinya yang busuk, perkataannya yang menjijikkan, perbuatannya yang tak kalah kejam, menghina\xe2\x80\xa6'",1,0,ahok sosok lengkap hati busuk jijik kalah kejam hina,"['ahok', 'sosok', 'lengkap', 'hati', 'busuk', 'jijik', 'kalah', 'kejam', 'hina']"
Ahok telah menjadi korban rezim ini. Jatuhkan Jokowi,1,0,ahok korban rezim jatuh jokowi,"['ahok', 'korban', 'rezim', 'jatuh', 'jokowi']"
USER Pengkhianat NKRI adalah konspirator yang mengambil keputusan yang merugikan negara!! Tenggelamkan gerombolan pria PKI yang moncong babi,0,1,penghianat negara republik indonesia konspirator ambil putus rugi negara tenggelam gerombol pria partai komunis indonesia moncong babi,"['penghianat', 'negara', 'republik', 'indonesia', 'konspirator', 'ambil', 'putus', 'rugi', 'negara', 'tenggelam', 'gerombol', 'pria', 'partai', 'komunis', 'indonesia', 'moncong', 'babi']"
