Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
Setuju! Hentikan Jokowi yang membela dan pro PKI!,1,0,1,0,0,1,0,0,0,0,0,1,tuju turun jokowi bela pro partai komunis indonesia,"['tuju', 'turun', 'jokowi', 'bela', 'pro', 'partai', 'komunis', 'indonesia']"
Rezim paranoid adalah bukti rapuhnya pemerintahan dan kita rindu teriakan penggulingan USER di depan istana dengan ribuan orang mengepalkan tangan!!!,1,0,1,0,0,0,0,0,1,0,0,1,rezim paranoid bukti perintah rapuh rindu ria lengser istana ribu rakyat kepal tangan,"['rezim', 'paranoid', 'bukti', 'perintah', 'rapuh', 'rindu', 'ria', 'lengser', 'istana', 'ribu', 'rakyat', 'kepal', 'tangan']"
"Usir Orang Tionghoa Karena Mereka Radikal Jokowi Usir Orang Tionghoa Karena Mereka Generasi Bangsa Kita Yang Rusak Mentalnya, Saatnya Kita Tumbangkan Jokowi!!! URL",1,0,0,1,0,1,0,0,0,0,0,1,usir cina jokowi radikal usir cina generasi bangsa mental rusak tumbang jokowi uniform resource locator,"['usir', 'cina', 'jokowi', 'radikal', 'usir', 'cina', 'generasi', 'bangsa', 'mental', 'rusak', 'tumbang', 'jokowi', 'uniform', 'resource', 'locator']"
Usir teroris Buddha yang membunuh Muslim Rohingya Usir Duta Besar Myanmar,1,0,0,1,1,1,0,0,0,0,0,1,usir teroris buddha bunuh muslim rohingya usir duta myanmar,"['usir', 'teroris', 'buddha', 'bunuh', 'muslim', 'rohingya', 'usir', 'duta', 'myanmar']"
USER Kerja bagus mengusir orang Tionghoa keluar dari Karawang,1,0,0,1,0,1,0,0,0,0,0,1,mantap usir kaum cina karawang,"['mantap', 'usir', 'kaum', 'cina', 'karawang']"
RT USER Benamkan 2018 dan 2019!! Rezim anti-Islam!!!,1,0,1,0,1,0,0,0,0,0,0,1,benam 2018 2019 rezim anti islam,"['benam', '2018', '2019', 'rezim', 'anti', 'islam']"
Mari kita musnahkan PKI dari NKRI...,1,0,0,1,0,0,0,0,1,0,0,1,mari ganyang partai komunis indonesia negara republik indonesia,"['mari', 'ganyang', 'partai', 'komunis', 'indonesia', 'negara', 'republik', 'indonesia']"
"Ayo Pak Polisi, tangkap dan usir raja katak komunis itu dari Istana, sebelum dia dan preman komunis China menghancurkan NKRI.",1,1,0,1,0,1,0,0,0,0,0,1,ayo polisi tangkap usir sih raja kodok komunis istana cebong cina komunis hancur negara republik indonesia,"['ayo', 'polisi', 'tangkap', 'usir', 'sih', 'raja', 'kodok', 'komunis', 'istana', 'cebong', 'cina', 'komunis', 'hancur', 'negara', 'republik', 'indonesia']"
Membawa Tiongkok kembali ke Tiongkok.... URL,1,0,0,1,0,1,0,0,0,0,0,1,usir cina tiongkok uniform resource locator,"['usir', 'cina', 'tiongkok', 'uniform', 'resource', 'locator']"
Sampai bulan September. HANCURKAN PKI!!!!!!!!!!!!!!!!!!,1,0,0,1,0,1,0,0,0,0,0,1,mumpung september ganyang partai komunis indonesia,"['mumpung', 'september', 'ganyang', 'partai', 'komunis', 'indonesia']"
KAMI JENDERAL ISLAM SELURUH INDONESIA SANGAT MENENTANG KPD: JOKOWI & MEGAWATI DENGAN REZIMNYA TERMASUK POLISI DAN KEPALA POLDA SIAP MENGALAHKAN JOKOWI.,1,0,0,1,0,0,0,0,1,0,0,1,umat muslim indonesia keras jokowi megawati rezim masuk kepala polisi republik indonesia kepala polisi daerah lengser jokowi,"['umat', 'muslim', 'indonesia', 'keras', 'jokowi', 'megawati', 'rezim', 'masuk', 'kepala', 'polisi', 'republik', 'indonesia', 'kepala', 'polisi', 'daerah', 'lengser', 'jokowi']"
Partai politik yang buruk!!!,1,0,0,1,0,0,0,0,1,0,0,1,bubar ai politik,"['bubar', 'ai', 'politik']"
"bubarkan panitia khusus, buang-buang duit dan cari karena tentu saja... URL",1,0,0,1,0,0,0,0,1,0,0,1,bubar panitia khusus buang uang cari gara gara tok uniform resource locator,"['bubar', 'panitia', 'khusus', 'buang', 'uang', 'cari', 'gara', 'gara', 'tok', 'uniform', 'resource', 'locator']"
Rezim Anti-Islam yang Represif Kalahkan JOKOWI,1,0,1,0,1,0,0,0,0,0,0,1,rezim represif anti islam lengser jokowi,"['rezim', 'represif', 'anti', 'islam', 'lengser', 'jokowi']"
"Padahal, hal inilah yang diinginkan masyarakat untuk mencopot Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,rakyat lengser jokowi,"['rakyat', 'lengser', 'jokowi']"
Memahami keberadaan KPK dengan logika korupsi sama saja dengan mendirikan lembaga anti maling untuk memberantas maling. Bubarkan Komisi Pemberantasan Korupsi,1,0,0,1,0,0,0,0,1,0,0,1,paham eksistensi komisi berantas korupsi logika korupsi lembaga anti maling berantas maling bubar komisi berantas korupsi,"['paham', 'eksistensi', 'komisi', 'berantas', 'korupsi', 'logika', 'korupsi', 'lembaga', 'anti', 'maling', 'berantas', 'maling', 'bubar', 'komisi', 'berantas', 'korupsi']"
Menggulingkan Jokowi secara radikal. KURANGI REZIM BUATAN.. TURUN JOKOWI,1,0,1,0,0,0,0,0,1,0,0,1,tumbang jokowi radikal tumbang rezim tirani lengser jokowi,"['tumbang', 'jokowi', 'radikal', 'tumbang', 'rezim', 'tirani', 'lengser', 'jokowi']"
"USER Seorang mantan penyanyi cilik yang sangat gendut dan jelek, kalau tidak salah badannya besar sekali seperti kecebong, sayang sekali tidak ada yang memilih calon SJ yang sombong itu, yang jelas-jelas tidak boleh tunduk. TENGGELAM!",1,1,1,0,0,0,1,0,0,0,0,1,mantan nyanyi cilik gembrot jelek banget ya salah eh nyata gede cebong kasihan deh pilih calon sombong orang sujud tenggelam,"['mantan', 'nyanyi', 'cilik', 'gembrot', 'jelek', 'banget', 'ya', 'salah', 'eh', 'nyata', 'gede', 'cebong', 'kasihan', 'deh', 'pilih', 'calon', 'sombong', 'orang', 'sujud', 'tenggelam']"
USER Kemudian bubarkan saja KPK dan kembalikan tanggung jawab ke kepolisian dan kejaksaan.,1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi tanggung polisi republik indonesia jaksa,"['bubar', 'komisi', 'berantas', 'korupsi', 'tanggung', 'polisi', 'republik', 'indonesia', 'jaksa']"
"USER Bubarkan saja KPK, yang besar pasti lolos",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi pilih kasih lolos,"['bubar', 'komisi', 'berantas', 'korupsi', 'pilih', 'kasih', 'lolos']"
HANCURKAN PKI DAN MENTERINYA DI LBH_JAKARTA SEKARANG.,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia antek antek nya jaka a,"['ganyang', 'partai', 'komunis', 'indonesia', 'antek', 'antek', 'nya', 'jaka', 'a']"
"Hati-hati penjajah Cina pakai cara Belanda terhadap pribumi, sebelum terlambat usir saja bajingan Cina itu dari wilayah NKRI.",1,1,0,1,0,1,0,0,0,0,0,1,hati hati jajah cina pakai belanda adu domba pribumi lambat usir cina bangsat negara republik indonesia,"['hati', 'hati', 'jajah', 'cina', 'pakai', 'belanda', 'adu', 'domba', 'pribumi', 'lambat', 'usir', 'cina', 'bangsat', 'negara', 'republik', 'indonesia']"
RT USER USER USER USER Lanjutkan Usut Kasus Korupsi Sandiaga dan Anies BATALKAN Pengangkatan Anies-Sandi!,1,0,0,1,0,0,0,0,1,0,0,1,usut korupsi sandiaga anies batal angkat anies sandi,"['usut', 'korupsi', 'sandiaga', 'anies', 'batal', 'angkat', 'anies', 'sandi']"
"presiden kita, terlalu sedikit kebaikan, terlalu banyak KEBOHONGAN! blokir jokowi, copot jokowi",1,0,1,0,0,0,0,0,1,0,0,1,presiden bohong blokir jokowi lengser jokowi,"['presiden', 'bohong', 'blokir', 'jokowi', 'lengser', 'jokowi']"
RT USER: USER Saya lebih setuju kalau DPR dibubarkan,1,0,0,1,0,0,0,0,1,0,0,1,gue tuju dewan wakil rakyat bubar,"['gue', 'tuju', 'dewan', 'wakil', 'rakyat', 'bubar']"
USER USER HTI juga merupakan organisasi yang menganut ideologi terlarang Bumi Pancasila sehingga harus segera dibubarkan.,1,0,0,1,1,0,0,0,0,0,0,1,hati organisasi paham larang bumi pancasila bubar,"['hati', 'organisasi', 'paham', 'larang', 'bumi', 'pancasila', 'bubar']"
PENGGUNA RT Banyak hal aneh di DPR. Baunya sangat kuat. Itu mafia anggaran yang bermain-main dengan proyek dan banyak yang meleset. Dibubarkan,1,1,0,1,0,0,0,0,1,0,0,1,aneh dewan wakil rakyat bau busuk tusuk mafia anggar main proyek bolos bubar,"['aneh', 'dewan', 'wakil', 'rakyat', 'bau', 'busuk', 'tusuk', 'mafia', 'anggar', 'main', 'proyek', 'bolos', 'bubar']"
HANCURKAN PKI sampai ke akar URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia akar akar uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'akar', 'akar', 'uniform', 'resource', 'locator']"
"TANPA PENGkhianat, HAPUS JOKOWI BAIK! Faizal Assegaf (Ketua Progres 98) Jutaan orang berdemonstrasi secara damai untuk? _",1,0,1,0,0,0,0,0,1,0,0,1,makar no lengser jokowi iya faizal assegaf ketua progres 98 juta rakyat demo damai,"['makar', 'no', 'lengser', 'jokowi', 'iya', 'faizal', 'assegaf', 'ketua', 'progres', '98', 'juta', 'rakyat', 'demo', 'damai']"
"Yang kaya di Indonesia bukan orang Indonesia, tapi orang Cina, itu aneh. Ayo, Pribumi, usir mereka dari negara kita.",1,0,0,1,0,1,0,0,0,0,0,1,kayak indonesia orang indonesia cina aneh ayo pribumi usir negeri,"['kayak', 'indonesia', 'orang', 'indonesia', 'cina', 'aneh', 'ayo', 'pribumi', 'usir', 'negeri']"
"Hentikan dan tutup iklan Meikerta karena Meikerta adalah proyek palsu...sampah Cina aslimu, segera bertobat.",1,1,0,1,0,1,0,0,0,0,0,1,stop tutup iklan meike a meike a proyek bodong pribumi sampah jongos cina be obat,"['stop', 'tutup', 'iklan', 'meike', 'a', 'meike', 'a', 'proyek', 'bodong', 'pribumi', 'sampah', 'jongos', 'cina', 'be', 'obat']"
Hancurkan URL PKI dan antek-anteknya (orang dan partai yang mendukungnya).,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia antek antek orang orang ai dukung uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'antek', 'antek', 'orang', 'orang', 'ai', 'dukung', 'uniform', 'resource', 'locator']"
USER Bubarkan HTI yang korup,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati korupsi mulu,"['bubar', 'hati', 'korupsi', 'mulu']"
EXPISE FAHRI DAN PENCURI DI DPR,1,1,1,0,0,0,0,0,1,0,0,1,usir fahri maling maling dewan wakil rakyat,"['usir', 'fahri', 'maling', 'maling', 'dewan', 'wakil', 'rakyat']"
Timeline mulai panas dan kembali menumpas PKI,1,0,0,1,0,1,0,0,0,0,0,1,lini panas ganyang partai komunis indonesia,"['lini', 'panas', 'ganyang', 'partai', 'komunis', 'indonesia']"
"Di otak presiden? PENGGUNA? ; Jadi apapun yang dilakukan rakyat, presiden menuduh rakyat tidak toleran dan menyebut mereka radikal, teroris, dan sebagainya; ; #sinkPDIP?; #Ting",1,0,0,1,0,0,0,0,1,0,0,1,kepala otak presiden curiga rakyat buruk sangka takut tagih janji laku rakyat presiden tuduh rakyat intoleransi rakyat radikal teroris tenggelam partai demokrasi indonesia juang ting,"['kepala', 'otak', 'presiden', 'curiga', 'rakyat', 'buruk', 'sangka', 'takut', 'tagih', 'janji', 'laku', 'rakyat', 'presiden', 'tuduh', 'rakyat', 'intoleransi', 'rakyat', 'radikal', 'teroris', 'tenggelam', 'partai', 'demokrasi', 'indonesia', 'juang', 'ting']"
"Jika Anies menang, langkah selanjutnya adalah menggulingkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,anies menang tahap lengser jokowi,"['anies', 'menang', 'tahap', 'lengser', 'jokowi']"
Aamiin.. gulingkan jokowi.. Bikin rusuh masyarakat USER USER Action313JokowiTakut Mundur,1,0,1,0,0,0,0,0,1,0,0,1,amin lengser jokowi bikin ribet rakyat aksi 313 jokowi takut lengser,"['amin', 'lengser', 'jokowi', 'bikin', 'ribet', 'rakyat', 'aksi', '313', 'jokowi', 'takut', 'lengser']"
"Percuma dapat banyak medali kalau ujung-ujungnya cuma teriak ""KAFIRS JUJUR""",1,1,0,1,1,0,0,0,0,0,0,1,medali ujung ujung ajak teriak kafir lengser,"['medali', 'ujung', 'ujung', 'ajak', 'teriak', 'kafir', 'lengser']"
Lanjutkan menghancurkan URL PKi,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia uniform resource locator,"['ganyang', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator']"
gulingkan Jokowi sekarang!!!,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi,"['lengser', 'jokowi']"
Ahok Dipenjara Gulingkan Jokowi Komunis China Penistaan ​​Agama Kriminalisasi Ulama Kriminalisasi Ormas Islam,1,0,1,0,0,1,0,0,0,0,0,1,penjara ahok lengser jokowi komunis cina nista alquran an nista agama kriminalisasi ulama kriminalisasi organisasi masyarakat islam,"['penjara', 'ahok', 'lengser', 'jokowi', 'komunis', 'cina', 'nista', 'alquran', 'an', 'nista', 'agama', 'kriminalisasi', 'ulama', 'kriminalisasi', 'organisasi', 'masyarakat', 'islam']"
"Pilkada DKI Penuh Intimidasi, Masih Validkah Hasilnya? Anies-Sandi Kampanye dengan Janji PALSU, BATALKAN Pengangkatan Anies-Sandi!!!",1,0,1,0,0,0,0,0,1,0,0,1,pilih kepala daerah daerah khusus ibukota penuh intimidasi hasil sah anies sandi kampanye janji janji palsu batal angkat anies sandi,"['pilih', 'kepala', 'daerah', 'daerah', 'khusus', 'ibukota', 'penuh', 'intimidasi', 'hasil', 'sah', 'anies', 'sandi', 'kampanye', 'janji', 'janji', 'palsu', 'batal', 'angkat', 'anies', 'sandi']"
RT USER Jangan merasa berkuasa dalam jubah kekuasaan. Jangan menunggu sampai orang marah. Pecat Setya Novanto Pecat Ketua DPR,1,0,1,0,0,0,0,0,1,0,0,1,sakti jubah kuasa tunggu rakyat marah pecat setya novanto pecat ketua dewan wakil rakyat,"['sakti', 'jubah', 'kuasa', 'tunggu', 'rakyat', 'marah', 'pecat', 'setya', 'novanto', 'pecat', 'ketua', 'dewan', 'wakil', 'rakyat']"
"Allahu Akbar kesal karena Ahok dan FPI membubarkan GMBI, mencopot Kapolda Jabar, dan memenjarakan Ahok",1,0,0,1,0,0,0,0,1,0,0,1,allahu akbar gaduh ahok rakyat front bela islam bubar gera masyarakat indonesia copot kepala polisi daerah jabar penjara ahok,"['allahu', 'akbar', 'gaduh', 'ahok', 'rakyat', 'front', 'bela', 'islam', 'bubar', 'gera', 'masyarakat', 'indonesia', 'copot', 'kepala', 'polisi', 'daerah', 'jabar', 'penjara', 'ahok']"
"Berarti kamu bukan pribumi.. USER, mari kita jadikan kamu pribumi.. Usir USER dari Indonesia.. Kamu keturunan Tionghoa, bukan pribumi.",1,0,1,0,0,1,0,0,0,0,0,1,bera i pribumi ya ayo bahan pribumi usir indonesia turun cina pribumi,"['bera', 'i', 'pribumi', 'ya', 'ayo', 'bahan', 'pribumi', 'usir', 'indonesia', 'turun', 'cina', 'pribumi']"
"Kalau kita benci Pak Jokowi, kenapa kita harus mengeluh atas koreksinya? Kami baru saja menghapus USER USER USER USER",1,0,1,0,0,0,0,0,1,0,0,1,benci jokowi bawel koreksi beliau lengser,"['benci', 'jokowi', 'bawel', 'koreksi', 'beliau', 'lengser']"
"PENGGUNA PENGGUNA PENGGUNA Bubarkan saja KPK, tidak ada manfaatnya, hanya buang-buang uang rakyat, urus kasus korupsi sama saja dengan polisi yang TIDAK BAIK, lebih baik lembaga ini dibubarkan saja di era presiden yang baru.",1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi bubar manfaat buang uang rakyat urus korupsi polisi impoten lembaga lebur era presiden rakyat indonesia percaya institusi in,"['komisi', 'berantas', 'korupsi', 'bubar', 'manfaat', 'buang', 'uang', 'rakyat', 'urus', 'korupsi', 'polisi', 'impoten', 'lembaga', 'lebur', 'era', 'presiden', 'rakyat', 'indonesia', 'percaya', 'institusi', 'in']"
"Mengusir agama Buddha dari Indonesia yang mayoritas penduduknya beragama Tionghoa,",1,0,0,1,1,1,0,0,0,0,0,1,usir buddha indonesia notabene mayoritas cina,"['usir', 'buddha', 'indonesia', 'notabene', 'mayoritas', 'cina']"
USER Bubarkan HTI yang Ditangkap KPK.....,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati tangkap komisi berantas korupsi,"['bubar', 'hati', 'tangkap', 'komisi', 'berantas', 'korupsi']"
Selanjutnya turunkan jokowi pak USER,1,0,1,0,0,0,0,0,1,0,0,1,turun jokowi deh,"['turun', 'jokowi', 'deh']"
"Ajarkan cinta, hentikan nubuatan tentang Muhammad yang bejat dan sembahlah Allah SWT yang bodoh dan biadab agar Indonesia sukses 100%",1,1,0,1,1,0,0,0,0,0,0,1,ajar cinta henti nabi muhammad bejat sembah nyembah allah subhanahu wa taala dungu biadab indonesia merdeka 100,"['ajar', 'cinta', 'henti', 'nabi', 'muhammad', 'bejat', 'sembah', 'nyembah', 'allah', 'subhanahu', 'wa', 'taala', 'dungu', 'biadab', 'indonesia', 'merdeka', '100']"
BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR BUBARKAN_DPR,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat']"
Rizieq Shihab FPI Persetan Anjing Kontol Tongkat Anjing Babi Bajingan Persetan Jalang Balon Jalang Waria Jalang Jalang Pengecut Cabul Cok Teroris Bubarkan Ormas FPI #HTIMakar',1,1,0,1,1,0,0,1,0,0,0,1,rizieq shihab front bela islam jancuk anjing kontol tempek anjing babi bajing bangsat lonte balon banci bencong tai cabul kecut cok teroris bubar organisasi masyarakat front bela islam hizbut tahrir indonesia makar,"['rizieq', 'shihab', 'front', 'bela', 'islam', 'jancuk', 'anjing', 'kontol', 'tempek', 'anjing', 'babi', 'bajing', 'bangsat', 'lonte', 'balon', 'banci', 'bencong', 'tai', 'cabul', 'kecut', 'cok', 'teroris', 'bubar', 'organisasi', 'masyarakat', 'front', 'bela', 'islam', 'hizbut', 'tahrir', 'indonesia', 'makar']"
"Jatuhkan bajingan itu, Jokowi!!",1,1,1,0,0,0,0,0,1,0,0,1,guling jokowi sih bajing,"['guling', 'jokowi', 'sih', 'bajing']"
PENGGUNA RT: babi cina... pencuri cina...\n#EvictChina https:\/\/t.co\/9y4HIWHJp2,1,1,0,1,0,1,0,0,0,0,0,1,babi cina curi cina evictchina hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,"['babi', 'cina', 'curi', 'cina', 'evictchina', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', '9y4hiwhjp2']"
"Jangan Salah Sasaran, Jangan Jadi Ahok... Agenda Utamanya Tumbangkan Jokowi..",1,0,1,0,0,0,0,0,1,0,0,1,salah sasar ahok agenda utama tumbang jokowi,"['salah', 'sasar', 'ahok', 'agenda', 'utama', 'tumbang', 'jokowi']"
China sedang menghancurkan negara mereka!! Buang saja!! Ke??,1,0,0,1,0,1,0,0,0,0,0,1,tiongkok hancur negara buang tuju,"['tiongkok', 'hancur', 'negara', 'buang', 'tuju']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA Sial... kalahkan!!!!',1,1,1,0,0,0,0,0,1,0,0,1,bangkai kalah,"['bangkai', 'kalah']"
USER USER USER USER Unta Yaman ini\n\nSaya akan mendeportasi Anda dalam waktu satu tahun,1,1,1,0,0,0,0,0,1,0,0,1,unta yaman depo asi,"['unta', 'yaman', 'depo', 'asi']"
"USER Pak USER Mahfud MD telah berpaling dari Allah SWT Pemberang, demi bangsa mengajak semua untuk membuang Islam",1,1,0,1,1,0,0,0,0,0,0,1,mahfud md allah subhanahu wa taala berang bangsa ajak buang islam,"['mahfud', 'md', 'allah', 'subhanahu', 'wa', 'taala', 'berang', 'bangsa', 'ajak', 'buang', 'islam']"
"APA ARTINYA ? Penduduk asli menyadari & melihat siapa mereka? KECUALI ANDA KOMUNIS/MISIONARIS CINA, abaikan tweet ini, usir orang Tionghoa Indonesia",1,0,0,1,0,1,0,0,0,0,0,1,a inya duduk asli sadar lihat kecuali komunis misionaris cina abai twit usir orang tionghoa indonesia,"['a', 'inya', 'duduk', 'asli', 'sadar', 'lihat', 'kecuali', 'komunis', 'misionaris', 'cina', 'abai', 'twit', 'usir', 'orang', 'tionghoa', 'indonesia']"
Sementara USER menentang dakwah Islam & membubarkan HTI..! Rakyat juga berhak mencopot jokowok pembuat gambar tersebut!!,1,0,1,0,1,0,0,0,0,0,0,1,kerja dakwah islam bubar hati rakyat hak copot jokowi kodok gambar,"['kerja', 'dakwah', 'islam', 'bubar', 'hati', 'rakyat', 'hak', 'copot', 'jokowi', 'kodok', 'gambar']"
Bubarkan HTI & FPI. URL,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati amp front bela islam uniform resource locator,"['bubar', 'hati', 'amp', 'front', 'bela', 'islam', 'uniform', 'resource', 'locator']"
"Penjajahan di tanah Indonesia harus dihapuskan ya? Kita harus memberantas kolonialisme ekonomi, budaya dan pertanian Tiongkok. Demi Negara Kesatuan Republik Indonesia. Menyingkirkan...",1,0,0,1,0,1,0,0,0,0,0,1,kolonisasi tanah indonesia hapus ya berantas jajah ekonomi budaya pe ani laku tiongkok negara republik indonesia singkir,"['kolonisasi', 'tanah', 'indonesia', 'hapus', 'ya', 'berantas', 'jajah', 'ekonomi', 'budaya', 'pe', 'ani', 'laku', 'tiongkok', 'negara', 'republik', 'indonesia', 'singkir']"
Menempati Istana Negara!! Sekaligus melengserkan Jokowi Salam 2 Tahun USER,1,0,1,0,0,0,0,0,1,0,0,1,istana negara lengser jokowi salam 2,"['istana', 'negara', 'lengser', 'jokowi', 'salam', '2']"
USER Membubarkan Negara Kesatuan Republik Indonesia dengan cara apapun.,1,0,0,1,0,0,0,0,1,0,0,1,bubar negara republik indonesia,"['bubar', 'negara', 'republik', 'indonesia']"
Adzan di TV yang menyebut Allah SWT bodoh & biadab harus dihentikan dan acara yang mencemarkan nama baik Tuhan tidak boleh dilanjutkan.,1,1,0,1,1,0,0,0,0,0,0,1,azan televisi allah subhanahu wa taala bodoh biadab henti acara cemar nama tuhan,"['azan', 'televisi', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'henti', 'acara', 'cemar', 'nama', 'tuhan']"
"Berhasil Tahan Ahok, Alumni 212 Pendukung Rizieq Bakal Gulingkan Jokowi Usai Lebaran",1,0,1,0,0,0,0,0,1,0,0,1,hasil penjara ahok alumni 212 dukung rizieq tumbang jokowi idul fitri,"['hasil', 'penjara', 'ahok', 'alumni', '212', 'dukung', 'rizieq', 'tumbang', 'jokowi', 'idul', 'fitri']"
Fahri Hamzah: Kalau Saya Presiden KPK Saya Akan Bubarkan URL,1,0,0,1,0,0,0,0,1,0,0,1,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,"['fahri', 'hamzah', 'presiden', 'komisi', 'berantas', 'korupsi', 'bubar', 'uniform', 'resource', 'locator']"
RT USER Bubarkan DPR.. SAVEKPK,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat save komisi berantas korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'save', 'komisi', 'berantas', 'korupsi']"
Setuju Ahokers akan menggulingkan Prabon Jokowi daripada menghancurkan penjara tanpa alasan.. URL,1,0,1,0,0,0,0,0,1,0,0,1,tuju ahoker guling prabowo jokowi hancur penjara alas uniform resource locator,"['tuju', 'ahoker', 'guling', 'prabowo', 'jokowi', 'hancur', 'penjara', 'alas', 'uniform', 'resource', 'locator']"
"Di sini kami menjawab, bagaimana kami bisa mengusir Buddha"" USER: Muslim Rohingya yang Kurang Ajar Dikecualikan dari Data Sensus Penduduk Myanmar",1,0,0,1,1,0,0,0,0,0,0,1,balas usir buddha ajar etnis muslim rohingya kecuali data sensus duduk myanmar,"['balas', 'usir', 'buddha', 'ajar', 'etnis', 'muslim', 'rohingya', 'kecuali', 'data', 'sensus', 'duduk', 'myanmar']"
"Yang kita bela adalah Pancasila dan Kedaulatan Negara. Kalau USER tidak mendukung, ya DELETE saja!!... Ancaman itu nyata!!.",1,0,1,0,0,0,0,0,1,0,0,1,pe ahankan pancasila daulat negara dukung hapus ancam nyata,"['pe', 'ahankan', 'pancasila', 'daulat', 'negara', 'dukung', 'hapus', 'ancam', 'nyata']"
"Kalau tak mau mendengarkan ulama dan ngotot mengkriminalisasi ulama, copot saja Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,dengar ulama otot kriminalisasi ulama copot jokowi,"['dengar', 'ulama', 'otot', 'kriminalisasi', 'ulama', 'copot', 'jokowi']"
China lagi... China lagi... Mungkin sebaiknya mereka diusir saja ya? Itu merusak pekerjaannya,1,0,0,1,0,1,0,0,0,0,0,1,cina cina usir ya rusak kerja,"['cina', 'cina', 'usir', 'ya', 'rusak', 'kerja']"
"PENGGUNA Ayo Masyarakat Indonesia, Bersihkan Etnis Tionghoa Ahok",1,0,0,1,0,1,0,0,0,0,0,1,ayo rakyat indonesia sih etnis tionghoa ahok,"['ayo', 'rakyat', 'indonesia', 'sih', 'etnis', 'tionghoa', 'ahok']"
"Jokowi sudah menyerah, saatnya gantikan Jokowi, gulingkan URL Qishosjokowi milik Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,jokowi serah ganti jokowi guling uniform resource locator kisas jokowi jokowi,"['jokowi', 'serah', 'ganti', 'jokowi', 'guling', 'uniform', 'resource', 'locator', 'kisas', 'jokowi', 'jokowi']"
USER Bubarkan saja Komisi Pemberantasan Korupsi agar para koruptor leluasa memperkaya diri di negeri ini,1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi koruptor leluasa kaya negeri,"['bubar', 'komisi', 'berantas', 'korupsi', 'koruptor', 'leluasa', 'kaya', 'negeri']"
PENGGUNA Hanya di rezim inilah orang-orang kaya berani tampil di layar kaca. Harap segera mengambil tindakan PENGGUNA,1,0,1,0,0,0,0,0,1,0,0,1,rezim orang kayak berani tampil layar kaca harap ambil tindak,"['rezim', 'orang', 'kayak', 'berani', 'tampil', 'layar', 'kaca', 'harap', 'ambil', 'tindak']"
"Mengapa hanya warga Tionghoa non-Muslim yang dibantai? USER juga orang Cina, usir dia juga.",1,0,0,1,1,1,0,0,0,0,0,1,orang tionghoa non muslim bantai orang tionghoa usir,"['orang', 'tionghoa', 'non', 'muslim', 'bantai', 'orang', 'tionghoa', 'usir']"
