Tweet,HS_Individual,HS_Group,Cleaned_Tweet,Tweet_list
"APA ARTINYA ? Penduduk asli menyadari & melihat siapa mereka? KECUALI ANDA KOMUNIS/MISIONARIS CINA, abaikan tweet ini, usir orang Tionghoa Indonesia",0,1,a inya duduk asli sadar lihat kecuali komunis misionaris cina abai twit usir orang tionghoa indonesia,"['a', 'inya', 'duduk', 'asli', 'sadar', 'lihat', 'kecuali', 'komunis', 'misionaris', 'cina', 'abai', 'twit', 'usir', 'orang', 'tionghoa', 'indonesia']"
"PENGGUNA RT Tapi ingat, jangan sampai China memperkenalkan wisata ilegal ke Indonesia hahaha",0,1,cina kenal wisata ilegal indonesia haha,"['cina', 'kenal', 'wisata', 'ilegal', 'indonesia', 'haha']"
PENGGUNA RT: Penyedia sialan',0,1,sedia sial,"['sedia', 'sial']"
PENGGUNA mengeluh tambal sulam ditanggapi dengan 'sialan',0,1,keluh tambal sulam tanggap sial,"['keluh', 'tambal', 'sulam', 'tanggap', 'sial']"
"PENGGUNA nek ndelok pertandingan terakhir celsi kudune emyu menang dengan mudah... Tapi yo duh, celsi berantakan ki raiso meramalkan \xf0\x9f\x98\x82'",0,1,nek lihat pe andingan chelsea manchester united menang mudah iya aduh chelsea beranta ki ramal,"['nek', 'lihat', 'pe', 'andingan', 'chelsea', 'manchester', 'united', 'menang', 'mudah', 'iya', 'aduh', 'chelsea', 'beranta', 'ki', 'ramal']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA PENGGUNA @,0,1,,[]
"Nantang buka Dilah, eh, katanya Setan memang akhir kamus melawan ""kenegarawanan Pak Joko Widodo Presiden RI ke-7, makin stres, hati-hati kena stroke atau serangan jantung dan bangsa Indonesia akan kehilangan badut politik” MERDEKA.",0,1,tantang buka eh setan kamus lawan kenegarawanan joko widodo presiden ri 7 stres hati hati kena strok serang jantung bangsa indonesia hilang badut politik merdeka,"['tantang', 'buka', 'eh', 'setan', 'kamus', 'lawan', 'kenegarawanan', 'joko', 'widodo', 'presiden', 'ri', '7', 'stres', 'hati', 'hati', 'kena', 'strok', 'serang', 'jantung', 'bangsa', 'indonesia', 'hilang', 'badut', 'politik', 'merdeka']"
Bubarkan HTI &amp; FPI. URL,0,1,bubar hati amp front bela islam uniform resource locator,"['bubar', 'hati', 'amp', 'front', 'bela', 'islam', 'uniform', 'resource', 'locator']"
"Penjajahan di tanah Indonesia harus dihapuskan ya? Kita harus memberantas kolonialisme ekonomi, budaya, dan pertanian yang dilakukan Tiongkok. Demi Negara Kesatuan Republik Indonesia. Menyingkirkan...",0,1,jajah tanah indonesia hapus ya berantas kolonialisme ekonomi budaya pe ani laku tiongkok negara republik indonesia singkir,"['jajah', 'tanah', 'indonesia', 'hapus', 'ya', 'berantas', 'kolonialisme', 'ekonomi', 'budaya', 'pe', 'ani', 'laku', 'tiongkok', 'negara', 'republik', 'indonesia', 'singkir']"
PENGGUNA RT Bayi kafir Budha teroris Myanmar,0,1,bayi kafir buddha teroris myanmar,"['bayi', 'kafir', 'buddha', 'teroris', 'myanmar']"
"Indonesia belum merdeka, Indonesia masih dijajah oleh Tiongkok!!! URL Takbir Allauakbar",0,1,indonesia merdeka indonesia jajah tiongkok uniform resource locator takbir allauakbar,"['indonesia', 'merdeka', 'indonesia', 'jajah', 'tiongkok', 'uniform', 'resource', 'locator', 'takbir', 'allauakbar']"
"USER USER USER USER OK, ngobrol dulu aja.. Enggak, yang mirip anggota DPR mesum di Mingkem.. yang jelas-jelas sudah selingkuh selama 7 tahun, kalian sok-sokan pergaulan bebas.. . #bong200 tidak akan sampai ke otakmu. ..'",0,1,oke obrol anggota dewan wakil rakyat mesum diam selingkuh 7 sok sok gaul bebas cebong iq ratus otak,"['oke', 'obrol', 'anggota', 'dewan', 'wakil', 'rakyat', 'mesum', 'diam', 'selingkuh', '7', 'sok', 'sok', 'gaul', 'bebas', 'cebong', 'iq', 'ratus', 'otak']"
USER CHRIST DOG ASU JIAMPUT FUCKING FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT FUCKING PICEK TELEK PEJUH SIWUK KOTANG IDIOT FUCKING PICEK TELEK PEJUH SIWUK K,0,1,christ dog anjing jembut fucking fucking picek tai pejuh siwuk kutang siwuk idiot fucking picek tai pejuh siwuk kutang idiot fucking picek tai pejuh siwuk kutang siwuk idiot fucking picek tai pejuh siwuk kutang idiot fucking picek tai pejuh siwuk k,"['christ', 'dog', 'anjing', 'jembut', 'fucking', 'fucking', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'idiot', 'fucking', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'siwuk', 'idiot', 'fucking', 'picek', 'tai', 'pejuh', 'siwuk', 'kutang', 'idiot', 'fucking', 'picek', 'tai', 'pejuh', 'siwuk', 'k']"
Umat ​​Buddha membunuh umat Muslim di Myanmar,0,1,umat buddha bunuh umat muslim myanmar,"['umat', 'buddha', 'bunuh', 'umat', 'muslim', 'myanmar']"
PENGGUNA Yahudi meminta Jerman untuk menyediakan tempat ibadah,0,1,yahudi jerman sedia ibadah,"['yahudi', 'jerman', 'sedia', 'ibadah']"
Penipuan PENGGUNA...; Katak...; Kadal monitor...; meroket...; sekop...; Bajingan...; Instan...; Orang munafik...; ; #2019GantiPresiden; #2019Presiden Baru; ; #2019TenggelamnyaJokowiDiSungai Siak,0,1,tipu katak kadal monitor roket sekop bajing instan orang munafik 2019 ganti presiden 2019presiden 2019tenggelamnyajokowidisungai siak,"['tipu', 'katak', 'kadal', 'monitor', 'roket', 'sekop', 'bajing', 'instan', 'orang', 'munafik', '2019', 'ganti', 'presiden', '2019presiden', '2019tenggelamnyajokowidisungai', 'siak']"
"Berhenti menjadi konsumen wisata haji & umoh abal-abal, jadilah produsen wisata ziarah Indonesia",0,1,henti konsumen wisata haji rumah abal abal produsen wisata ziarah indonesia,"['henti', 'konsumen', 'wisata', 'haji', 'rumah', 'abal', 'abal', 'produsen', 'wisata', 'ziarah', 'indonesia']"
PENGGUNA Membubarkan Negara Kesatuan Republik Indonesia dengan segala cara.,0,1,bubar negara republik indonesia,"['bubar', 'negara', 'republik', 'indonesia']"
Adzan di TV yang menyebut Allah SWT bodoh & biadab harus dihentikan dan acara-acara yang mencemarkan nama baik Tuhan tidak boleh dilanjutkan.,0,1,azan televisi allah subhanahu wa taala bodoh biadab henti acara acara cemar nama tuhan,"['azan', 'televisi', 'allah', 'subhanahu', 'wa', 'taala', 'bodoh', 'biadab', 'henti', 'acara', 'acara', 'cemar', 'nama', 'tuhan']"
USER USER USER USER Semua itu terdapat pada tingkah laku anak CEBONG....',0,1,tingkah laku anak cebong,"['tingkah', 'laku', 'anak', 'cebong']"
Lantas...apakah PKI alias Partai Korupsi Indonesia perlu ditumpas?,0,1,lantas partai komunis indonesia alias ai korupsi indonesia tumpas,"['lantas', 'partai', 'komunis', 'indonesia', 'alias', 'ai', 'korupsi', 'indonesia', 'tumpas']"
WASPADALAH TERHADAP KOMUNISME CINA DI INDONESIA!,0,1,waspada hadap komunisme cina indonesia,"['waspada', 'hadap', 'komunisme', 'cina', 'indonesia']"
USER USER Ubah rezim minion.. Itu sedikit jika Anda bertanya kepada saya',0,1,ubah rezim minion be anya,"['ubah', 'rezim', 'minion', 'be', 'anya']"
"Tiongkok, apa hak Anda untuk melarangnya?",0,1,tiongkok hak larang,"['tiongkok', 'hak', 'larang']"
"Kamu hebat dalam berbicara tentang cinta, kamu masih memegang Al-Quran sebagai pedoman hidup, Al-Quran tidak berbicara tentang cinta tetapi perang, pembunuhan, pemenggalan kepala.",0,1,hebat bicara cinta pegang al alquran pedoman hidup al alquran bicara cinta perang bunuh penggal kepala,"['hebat', 'bicara', 'cinta', 'pegang', 'al', 'alquran', 'pedoman', 'hidup', 'al', 'alquran', 'bicara', 'cinta', 'perang', 'bunuh', 'penggal', 'kepala']"
"USER Cebong, kampret dan unta juga tidak bersentuhan dengan laut'",0,1,cebong kampret unta sentuh laut,"['cebong', 'kampret', 'unta', 'sentuh', 'laut']"
"USER USER USER Muslim manakah yang Anda maksud?\nFPI? HTI? Mereka bukan Muslim. Tapi mereka adalah penghujat Islam. Mereka bajingan. Umat ​​Islam sepertinya tidak akan menimbulkan masalah. Pengecut lari dari tugasnya setelah melakukan perbuatan cabul.\nApa itu Islam, apa itu Islam. Apa itu Islam jika menyangkut hal-hal yang tidak senonoh? Apakah menimbulkan masalah adalah Islam?",0,1,muslim maksud front bela islam hati muslim hujat islam bajing umat islam sepe inya timbul kecut lari tugas laku cabul islam islam islam sangkut senonoh timbul islam,"['muslim', 'maksud', 'front', 'bela', 'islam', 'hati', 'muslim', 'hujat', 'islam', 'bajing', 'umat', 'islam', 'sepe', 'inya', 'timbul', 'kecut', 'lari', 'tugas', 'laku', 'cabul', 'islam', 'islam', 'islam', 'sangkut', 'senonoh', 'timbul', 'islam']"
"PENGGUNA PENGGUNA Pemenangnya adalah tuanmu, dasar bajingan 212'",0,1,menang tuan dasar bajing 212,"['menang', 'tuan', 'dasar', 'bajing', '212']"
Fahri Hamzah: Kalau Saya Presiden KPK Saya Akan Bubarkan URL,0,1,fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator,"['fahri', 'hamzah', 'presiden', 'komisi', 'berantas', 'korupsi', 'bubar', 'uniform', 'resource', 'locator']"
USER USER USER Haramnya orang kafir menjadi pemimpin nyet',0,1,haram orang kafir pimpin monyet,"['haram', 'orang', 'kafir', 'pimpin', 'monyet']"
RT USER Bubarkan DPR.. SAVEKPK,0,1,bubar dewan wakil rakyat save komisi berantas korupsi,"['bubar', 'dewan', 'wakil', 'rakyat', 'save', 'komisi', 'berantas', 'korupsi']"
USER USER USER USER USER USER USER USER USER USER Mengapa Komunis berlatar belakang PKI? Kecoa makan kecoa kan?',0,1,komunis latar partai komunis indonesia kecoa makan kecoa,"['komunis', 'latar', 'partai', 'komunis', 'indonesia', 'kecoa', 'makan', 'kecoa']"
"USER USER Itu biadab, dasar petugas bajingan'",0,1,biadab dasar tugas bajing,"['biadab', 'dasar', 'tugas', 'bajing']"
"Kami menjawab di sini, bagaimana kami bisa mengusir Buddha"" PENGGUNA: Muslim Rohingya yang Kurang Ajar Dikecualikan dari Data Sensus Penduduk Myanmar",0,1,usir buddha muslim rohingya ajar kecuali data sensus duduk myanmar,"['usir', 'buddha', 'muslim', 'rohingya', 'ajar', 'kecuali', 'data', 'sensus', 'duduk', 'myanmar']"
PENGGUNA RT: Ustadz PKS Yudi Widiana mencuri uang dari santri bahasa agama Juz &amp; Liqo Felix Kwetiauw &amp; 212 alumni Mingkem &amp; pura-pura jadi budak..giliran bu\xe2\x80\xa6',0,1,ustaz partai adil sejahtera yudi widiana curi uang santri bahasa agama juz amp liqo felix kwetiau amp 212 alumni diam amp pura pura budak gilir bu,"['ustaz', 'partai', 'adil', 'sejahtera', 'yudi', 'widiana', 'curi', 'uang', 'santri', 'bahasa', 'agama', 'juz', 'amp', 'liqo', 'felix', 'kwetiau', 'amp', '212', 'alumni', 'diam', 'amp', 'pura', 'pura', 'budak', 'gilir', 'bu']"
Kalahkan Ndan... hancurkan URL PKI,0,1,kalah hancur uniform resource locator partai komunis indonesia,"['kalah', 'hancur', 'uniform', 'resource', 'locator', 'partai', 'komunis', 'indonesia']"
"USER Mungkin masih banyak orang Tionghoa yang lebih Pancasialis dari Wong Jowo, asal jangan dibeberkan, contoh jelasnya adalah Pak Kwik, Ekonom dan Ustadz Felix Siauw \xf0\x9f\x98\x85'",0,1,orang tionghoa pancasialis orang jawa beber contoh kwik ekonom ustaz felix siauw,"['orang', 'tionghoa', 'pancasialis', 'orang', 'jawa', 'beber', 'contoh', 'kwik', 'ekonom', 'ustaz', 'felix', 'siauw']"
Kayaknya negara selingkuh sama murid SD... Dokumennya hilang... Fiuh...,0,1,kayak negara selingkuh murid sekolah dasar dokumen hilang fiuh,"['kayak', 'negara', 'selingkuh', 'murid', 'sekolah', 'dasar', 'dokumen', 'hilang', 'fiuh']"
"Allah SWT yang disembah itu bodoh & biadab, percuma saja",0,1,allah subhanahu wa taala sembah bodoh biadab,"['allah', 'subhanahu', 'wa', 'taala', 'sembah', 'bodoh', 'biadab']"
"China lagi... China lagi... Sebaiknya usir saja mereka, kan? itu merusak pekerjaannya",0,1,cina cina usir rusak kerja,"['cina', 'cina', 'usir', 'rusak', 'kerja']"
"PENGGUNA Ayo Rakyat Indonesia Bersihkan Etnis Tionghoa, Ahok",0,1,ayo rakyat indonesia sih etnis tionghoa ahok,"['ayo', 'rakyat', 'indonesia', 'sih', 'etnis', 'tionghoa', 'ahok']"
"Anda DIDUKUNG Islam, Al-Qur'an Ajarkan PENGGUNA YANG TIDAK BERMORAL Ansor Sebagai agama, Islam punya posisi moral tersendiri",0,1,dukung islam al qur an ajar moral ansor agama islam posisi moral,"['dukung', 'islam', 'al', 'qur', 'an', 'ajar', 'moral', 'ansor', 'agama', 'islam', 'posisi', 'moral']"
"USER Cebong dikasih fakta, dia bohong, Cebong dikasih kebohongan, katanya kenyataan, Cebong bikin deg-degan\xf0\x9f\x98\x82""",0,1,cebong kasih fakta bohong cebong kasih bohong nyata cebong bikin deg degan,"['cebong', 'kasih', 'fakta', 'bohong', 'cebong', 'kasih', 'bohong', 'nyata', 'cebong', 'bikin', 'deg', 'degan']"
PENGGUNA PENGGUNA Komunitas Bani Cebong,0,1,komunitas bani cebong,"['komunitas', 'bani', 'cebong']"
"Apa yang diinginkan orang-orang paling saleh dan suci ini? \n\nPenghina presiden dibebaskan karena masih di bawah umur dan mengeluh tidak ditahan karena China.\n\nKalau ditahan, mungkin pemerintah akan mengeluh ingin kembali ke Orde Baru. \n\nNjuk geleme piye kan?'",0,1,orang orang saleh suci hina presiden bebas umur keluh tahan cina tahan perintah keluh orde njuk,"['orang', 'orang', 'saleh', 'suci', 'hina', 'presiden', 'bebas', 'umur', 'keluh', 'tahan', 'cina', 'tahan', 'perintah', 'keluh', 'orde', 'njuk']"
"PENGGUNA RT: Eh, ada jurnalis Selandia Baru Rasa Kampret dan berita buatan Kampret dibagikan di WAG. Konferensi Pers tidak diadakan\xe2\x80\xa6'",0,1,eh jurnalis selandia kampret berita kampret kasih konferensi pers,"['eh', 'jurnalis', 'selandia', 'kampret', 'berita', 'kampret', 'kasih', 'konferensi', 'pers']"
"USER USER USER USER Normal gan, dia mempunyai ciri-ciri kecebong aduan jadi namanya juga kecebong coin buzzer seperti ini\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 '",0,1,normal juragan ciri ciri kecebong adu nama kecebong coin buzzer sepe i,"['normal', 'juragan', 'ciri', 'ciri', 'kecebong', 'adu', 'nama', 'kecebong', 'coin', 'buzzer', 'sepe', 'i']"
desa napadah shopee',0,1,desa dah shopee,"['desa', 'dah', 'shopee']"
"USER USER Cebong tidak akan pernah senang melihat kesuksesan PK Anis, mereka tetap akan iri. Yang lebih parah lagi, tuanmu dipuji sepanjang jalan meskipun dia berbuat jahat.'",0,1,cebong senang lihat sukses anis iri parah tuan puji jalan jahat,"['cebong', 'senang', 'lihat', 'sukses', 'anis', 'iri', 'parah', 'tuan', 'puji', 'jalan', 'jahat']"
Tuhan adalah iblis. Setan adalah Tuhan. Agama unta,0,1,tuhan iblis setan tuhan agama unta,"['tuhan', 'iblis', 'setan', 'tuhan', 'agama', 'unta']"
RT USER USER Para jenderal propaganda melancarkan perang propaganda dengan nilai jual utama adalah PKI dan Cinanisasi..,0,1,jenderal propaganda lancar perang propaganda nilai jual utama partai komunis indonesia cinanisasi,"['jenderal', 'propaganda', 'lancar', 'perang', 'propaganda', 'nilai', 'jual', 'utama', 'partai', 'komunis', 'indonesia', 'cinanisasi']"
TERTAWA TERBAHAK-BAHAK! Jajaran cebong yang sakit hati ingin manfaatkan isu Saracen untuk menyerang Anies-Sandi agar gagal dilantik,0,1,te awa bahak bahak jajar cebong sakit hati manfaat isu saracen serang anies sandi gagal lantik,"['te', 'awa', 'bahak', 'bahak', 'jajar', 'cebong', 'sakit', 'hati', 'manfaat', 'isu', 'saracen', 'serang', 'anies', 'sandi', 'gagal', 'lantik']"
USER cebong memang pandai membuat dan menyebarkan hoax',0,1,cebong pandai sebar hoaks,"['cebong', 'pandai', 'sebar', 'hoaks']"
"Pasca Kasus PKI di LBH, Banyak Antek Komunis yang Berpendapat dan Bertekad untuk Samarkan Kebangkitan PKI",0,1,pasca partai komunis indonesia antek komunis be ekad samar bangkit partai komunis indonesia,"['pasca', 'partai', 'komunis', 'indonesia', 'antek', 'komunis', 'be', 'ekad', 'samar', 'bangkit', 'partai', 'komunis', 'indonesia']"
"Kenapa USER ngomongin hal sepele seperti masalah kalajengking, soalnya kalo gak tau kontradiksi seperti USER pasti bakalan mengeluh, bikin stress dan stroke sendiri.. soalnya dosennya kurang baik.. ada tidak ada hasil yang besar dalam karyanya... bahkan mahasiswa di jurusan itu pun bodoh",0,1,bicara sepele sepe i kalajengking tau kontradiksi sepe i keluh bikin stres strok dosen hasil karya mahasiswa jurus bodoh,"['bicara', 'sepele', 'sepe', 'i', 'kalajengking', 'tau', 'kontradiksi', 'sepe', 'i', 'keluh', 'bikin', 'stres', 'strok', 'dosen', 'hasil', 'karya', 'mahasiswa', 'jurus', 'bodoh']"
"Ajak seluruh umat Islam untuk mencari tahu siapa sebenarnya Muhammad, jangan mempersulit dia untuk beradaptasi dengan penis bangsa ini.",0,1,ajak umat islam cari muhammad sulit adaptasi penis bangsa,"['ajak', 'umat', 'islam', 'cari', 'muhammad', 'sulit', 'adaptasi', 'penis', 'bangsa']"
"USER Hai bodoh, kenapa kamu masih mengolok-olok saya, kamu bilang ingin memainkan permainan saya.\nKamu hanya bisa meneruskan berita tanpa analisis.\nDi grup MAHO, mana yang pintar wk wk wk'",0,1,hai bodoh olok olok bilang main main berita analisis grup manusia homo pintar wkwk wkwk wkwk,"['hai', 'bodoh', 'olok', 'olok', 'bilang', 'main', 'main', 'berita', 'analisis', 'grup', 'manusia', 'homo', 'pintar', 'wkwk', 'wkwk', 'wkwk']"
USER USER USER USER hehe khas bani pekok. Aku tidak bisa menyangkalnya tapi aku bodoh.',0,1,hehe khas bani bodoh sangkal bodoh,"['hehe', 'khas', 'bani', 'bodoh', 'sangkal', 'bodoh']"
"Haruskah saya membuat thread tentang menjadi TKI di Malaysia dengan jam kerja 16 jam? Faktanya, pabrik ini benar-benar buruk.’",0,1,thread tenaga kerja indonesia malaysia jam kerja 16 jam fakta pabrik buruk,"['thread', 'tenaga', 'kerja', 'indonesia', 'malaysia', 'jam', 'kerja', '16', 'jam', 'fakta', 'pabrik', 'buruk']"
"Antek-antek PKI sudah muncul dan berani tampil terang-terangan, sehingga pemerintah tidak tinggal diam. URL",0,1,antek antek partai komunis indonesia muncul berani tampil terang terang perintah tinggal diam uniform resource locator,"['antek', 'antek', 'partai', 'komunis', 'indonesia', 'muncul', 'berani', 'tampil', 'terang', 'terang', 'perintah', 'tinggal', 'diam', 'uniform', 'resource', 'locator']"
Bagaimana perasaan walubi jika umat Buddha di Indonesia diusir dan dibantai???,0,1,asa walubi umat buddha indonesia usir bantai,"['asa', 'walubi', 'umat', 'buddha', 'indonesia', 'usir', 'bantai']"
"USER Nasdem menjadi bahan tertawaan anak muda se-Indonesia. Ucapan kader itu asbun. Mereka yang ingin menjadi cawapres Jokowi hanyalah imajinasi kader partai. Rakyat tak peduli, kecuali #2019GantiPresiden",0,1,nasional demokrat bahan te awa anak muda indonesia kader bunyi calon wakil presiden jokowi imajinasi kader ai rakyat peduli kecuali 2019 ganti presiden,"['nasional', 'demokrat', 'bahan', 'te', 'awa', 'anak', 'muda', 'indonesia', 'kader', 'bunyi', 'calon', 'wakil', 'presiden', 'jokowi', 'imajinasi', 'kader', 'ai', 'rakyat', 'peduli', 'kecuali', '2019', 'ganti', 'presiden']"
USER Bubarkan saja Komisi Pemberantasan Korupsi agar para koruptor leluasa memperkaya diri di negeri ini,0,1,bubar komisi berantas korupsi koruptor leluasa kaya negeri,"['bubar', 'komisi', 'berantas', 'korupsi', 'koruptor', 'leluasa', 'kaya', 'negeri']"
"RT USER memang otoriter! Apakah bukti USER selalu ketahuan? Padahal banyak yang berasal dari partai politiknya sendiri, kan? USER & USER semuanya ditangkap?",0,1,otoriter bukti ai politik tangkap,"['otoriter', 'bukti', 'ai', 'politik', 'tangkap']"
USER USER USER USER USER Cebong adalah badut Tiongkok \x81 Dikipas dengan uang receh bukanlah lelucon\xf0\x,0,1,cebong badut tiongkok kipas uang receh lelucon,"['cebong', 'badut', 'tiongkok', 'kipas', 'uang', 'receh', 'lelucon']"
Apakah berkat doa dan mengaji atau berkat mempelajari ilmu yang dikembangkan orang kafir Pak Lukman?,0,1,berkat doa aji berkat ajar ilmu kembang orang kafir lukman,"['berkat', 'doa', 'aji', 'berkat', 'ajar', 'ilmu', 'kembang', 'orang', 'kafir', 'lukman']"
"Yang mengejutkan, dalam budaya Indonesia saat ini, orang-orang seperti Arteria, Fahri, Fadli – yang bisnisnya hanya teater – tak henti-hentinya menjadi sumber berita. Mereka yang berkamera juga jelas-jelas hanya mencari teater, sengaja memberikan insentif kepada kera-kera tersebut.",0,1,kejut budaya indonesia orang orang sepe i a eria fahri fadli bisnis teater henti henti sumber berita kamera cari teater sengaja insentif kera kera,"['kejut', 'budaya', 'indonesia', 'orang', 'orang', 'sepe', 'i', 'a', 'eria', 'fahri', 'fadli', 'bisnis', 'teater', 'henti', 'henti', 'sumber', 'berita', 'kamera', 'cari', 'teater', 'sengaja', 'insentif', 'kera', 'kera']"
"Mengapa hanya orang Tionghoa non-Muslim yang dibantai? USER juga orang Cina, usir dia juga.",0,1,orang tionghoa non muslim bantai orang cina usir,"['orang', 'tionghoa', 'non', 'muslim', 'bantai', 'orang', 'cina', 'usir']"
Rasanya kemarin saat menggunakan Axis saya aman di rumah. Kok 2 minggu ini jaringan semrawut sekali -_-*',0,1,kemarin axis aman rumah 2 minggu jaring semrawut,"['kemarin', 'axis', 'aman', 'rumah', '2', 'minggu', 'jaring', 'semrawut']"
"USER Pak USER sebelum anda menjelaskan, Al-Qur'an hanyalah buku sampah yang berbahaya, kekacauan terus terjadi",0,1,al qur an buku sampah bahaya kacau,"['al', 'qur', 'an', 'buku', 'sampah', 'bahaya', 'kacau']"
Bubarkan saja DPR dan KPK... sama bodohnya,0,1,bubar dewan wakil rakyat komisi berantas korupsi bodoh,"['bubar', 'dewan', 'wakil', 'rakyat', 'komisi', 'berantas', 'korupsi', 'bodoh']"
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019Presiden Baru; ; Hai pelajar indonesia, ini hadiah lipstik dan pewarna untukmu dari kakek driver beca kamu",0,1,tolak atur presiden tenaga kerja asing tolak atur presiden tenaga kerja asing 2019 ganti presiden 2019presiden hai ajar indonesia hadiah lipstik warna kakek driver becak,"['tolak', 'atur', 'presiden', 'tenaga', 'kerja', 'asing', 'tolak', 'atur', 'presiden', 'tenaga', 'kerja', 'asing', '2019', 'ganti', 'presiden', '2019presiden', 'hai', 'ajar', 'indonesia', 'hadiah', 'lipstik', 'warna', 'kakek', 'driver', 'becak']"
"Anggota DPR Ini Pamer Bodoh & Biadab Soal Islam, Al Quran Perintahkan Penggal Kepala Orang Kafir, Dia Lakukan, Bisa Dibilang HAM",0,1,anggota dewan wakil rakyat pamer bodoh biadab islam al alquran perintah penggal kepala orang kafir laku bilang ham,"['anggota', 'dewan', 'wakil', 'rakyat', 'pamer', 'bodoh', 'biadab', 'islam', 'al', 'alquran', 'perintah', 'penggal', 'kepala', 'orang', 'kafir', 'laku', 'bilang', 'ham']"
"Mengapa tidak mendukung Siwanbango, pengguna bodoh?",0,1,dukung siwanbango bodoh,"['dukung', 'siwanbango', 'bodoh']"
"PENGGUNA ingin bukti melawan RADIKAL dan HTI dan FPI?!; Apakah ada bukti bahwa dalam setiap pidatonya HTI dan FPI selalu memfitnah dan menghina pemerintah, POLRI bahkan ULAMA'/KYAI-KYAI!!! ; Otak dasar seekor bebek berpura-pura buta dan tuli dengan isi otak Junj",0,1,bukti lawan radikal hati front bela islam bukti pidato hati front bela islam fitnah hina perintah polisi republik indonesia ulama kiai kiai otak dasar ekor bebek pura pura buta tuli isi otak junj,"['bukti', 'lawan', 'radikal', 'hati', 'front', 'bela', 'islam', 'bukti', 'pidato', 'hati', 'front', 'bela', 'islam', 'fitnah', 'hina', 'perintah', 'polisi', 'republik', 'indonesia', 'ulama', 'kiai', 'kiai', 'otak', 'dasar', 'ekor', 'bebek', 'pura', 'pura', 'buta', 'tuli', 'isi', 'otak', 'junj']"
"Membahas Islam yang menghancurkan nilai-nilai USER, memperkuat karakter melalui revitalisasi pendidikan nilai",0,1,bahas islam hancur nilai nilai kuat karakter revitalisasi didik nilai,"['bahas', 'islam', 'hancur', 'nilai', 'nilai', 'kuat', 'karakter', 'revitalisasi', 'didik', 'nilai']"
PENGGUNA RT Semoga kedepannya etnis Tionghoa di Indonesia tidak lagi menduduki pemerintahan...bisa seperti Singapura :),0,1,moga etnis tionghoa indonesia duduk perintah sepe i singapura,"['moga', 'etnis', 'tionghoa', 'indonesia', 'duduk', 'perintah', 'sepe', 'i', 'singapura']"
USER USER Indonesia sedang dijajah oleh Tiongkok...,0,1,indonesia jajah tiongkok,"['indonesia', 'jajah', 'tiongkok']"
RT USER DPR tidak perlu dibubarkan,0,1,dewan wakil rakyat bubar,"['dewan', 'wakil', 'rakyat', 'bubar']"
PENGGUNA PENGGUNA Cocot cocot cocot. 2019 bubarkan grindra',0,1,cocot cocot cocot 2019 bubar gerindra,"['cocot', 'cocot', 'cocot', '2019', 'bubar', 'gerindra']"
RT USER: USER Orang Burma dan Budha adalah teroris sebenarnya,0,1,orang burma buddha teroris,"['orang', 'burma', 'buddha', 'teroris']"
"#Iklan Baru Ahok Jahat di Rezim Jokopret, Setan, Iblis, Dajjal Dibangkitkan dari Kuburannya. Mereka senang merayakannya setelah sekian lama dirantai",0,1,iklan ahok jahat rezim jokowi kampret setan iblis dajjal bangkit kubur senang raya sekian rantai,"['iklan', 'ahok', 'jahat', 'rezim', 'jokowi', 'kampret', 'setan', 'iblis', 'dajjal', 'bangkit', 'kubur', 'senang', 'raya', 'sekian', 'rantai']"
"USER Meningkatnya jumlah orang yang masuk ke Indonesia hanyalah selingan saja. ""Hatinya\xc2\xb2ternyata tertuju pada Rafidhah Syi'ah, biang kerok di balik semua pemberontakan/kudeta negara\xc2\xb2 ahlussunah umat Islam di dunia""",0,1,tingkat orang masuk indonesia seling hatinyaternyata te uju rafidhah syiah ah biang kerok ronta kudeta negara ahlusunah umat islam dunia,"['tingkat', 'orang', 'masuk', 'indonesia', 'seling', 'hatinyaternyata', 'te', 'uju', 'rafidhah', 'syiah', 'ah', 'biang', 'kerok', 'ronta', 'kudeta', 'negara', 'ahlusunah', 'umat', 'islam', 'dunia']"
PENGGUNA.... Bani Kampret.... Bani Kecebong........ Pilih Bani Adam...... tentang manusia,0,1,bani kampret bani kecebong pilih bani adam manusia,"['bani', 'kampret', 'bani', 'kecebong', 'pilih', 'bani', 'adam', 'manusia']"
USER USER USER SALES REGIME PENAMPILAN REZIM PENIPUAN SEMUANYA PALSU',0,1,sales regime tampil rezim tipu palsu,"['sales', 'regime', 'tampil', 'rezim', 'tipu', 'palsu']"
