Tweet,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
USER USER USER USER Sodakoh tapi mengharapkan imbalan otak wakakkakkak untuk menggantikan presiden memang sebuah lelucon',1,0,0,sedekah harap imbal otak wkwk ganti presiden buah lelucon,"['sedekah', 'harap', 'imbal', 'otak', 'wkwk', 'ganti', 'presiden', 'buah', 'lelucon']"
Tangkap Ahok dan kelompoknya yang memalsukan e-KTP karena mengkhianati bangsa dan negara,0,0,1,tangkap ahok kelompok palsu e kartu tanda duduk khianat bangsa negara,"['tangkap', 'ahok', 'kelompok', 'palsu', 'e', 'kartu', 'tanda', 'duduk', 'khianat', 'bangsa', 'negara']"
"Apakah ini beradab? Jika setuju, ini tidak beradab, buang saja Islam karena hanya dengan membuang Islam, barbarisme dapat dikurangi.",0,0,1,adab tuju adab buang islam buang islam barbarisme rang,"['adab', 'tuju', 'adab', 'buang', 'islam', 'buang', 'islam', 'barbarisme', 'rang']"
USER USER USER USER Yakin loe sekolah..agama lo merah ya waktu sekolah.. kapar kapir ..barang2 lo emang made in saudi??? ..paling hp china..kasihan gw sm hidup lo..jgn gila ya jokowi 2 periode ahok bebas tahun depan.. TGB dah,1,0,0,sekolah agama merah ya sekolah kapar kafir barang barang made in saudi handphone cina kasihan gue hidup gila ya jokowi 2 periode ahok bebas tuan guru bajang,"['sekolah', 'agama', 'merah', 'ya', 'sekolah', 'kapar', 'kafir', 'barang', 'barang', 'made', 'in', 'saudi', 'handphone', 'cina', 'kasihan', 'gue', 'hidup', 'gila', 'ya', 'jokowi', '2', 'periode', 'ahok', 'bebas', 'tuan', 'guru', 'bajang']"
1 Duta Besar Myanmar Diusir 2 Diputuskan Diplomatik 3 Demonstrasi Nasional 4 Memohon Hadiah Nobel bagi Suu Kyi 5 Menuntut Pengampunan dari Umat Buddha 6 Mengirim Pasukan Penyelamat,0,0,1,1 duta myanmar usir 2 putus diplomatik 3 demonstrasi nasional 4 mohon hadiah nobel suu kyi 5 tuntut ampun umat buddha 6 kirim pasu selamat,"['1', 'duta', 'myanmar', 'usir', '2', 'putus', 'diplomatik', '3', 'demonstrasi', 'nasional', '4', 'mohon', 'hadiah', 'nobel', 'suu', 'kyi', '5', 'tuntut', 'ampun', 'umat', 'buddha', '6', 'kirim', 'pasu', 'selamat']"
"FUCK YOU CEWE IBLIS LU TUH TOLOL, CUMAN GUE BOHONGIN DOANG! USER'",1,0,0,fuck cewek iblis tolol gue bohong doang,"['fuck', 'cewek', 'iblis', 'tolol', 'gue', 'bohong', 'doang']"
Jokowi meminta masyarakat beralih memakai mata uang Tiongkok..!!!; #2019GantiPresiden,1,0,0,jokowi masyarakat alih pakai mata uang tiongkok 2019 ganti presiden,"['jokowi', 'masyarakat', 'alih', 'pakai', 'mata', 'uang', 'tiongkok', '2019', 'ganti', 'presiden']"
"Mari kita jaga lingkungan kita mendekati 30/S, jika ada aktivitas antek komunis laporkan kepada Ulama dan TNI...!! Hancurkan PKI",0,0,1,mari jaga lingkung 30 si aktivitas antek komunis lapor ulama tentara nasional indonesia hancur partai komunis indonesia,"['mari', 'jaga', 'lingkung', '30', 'si', 'aktivitas', 'antek', 'komunis', 'lapor', 'ulama', 'tentara', 'nasional', 'indonesia', 'hancur', 'partai', 'komunis', 'indonesia']"
"Dulu kelas menengah pilih Jokowi dan lawan Prabowo karena kasus HAM, sekarang... Indonesia hancur seperti ini",1,0,0,kelas pilih jokowi lawan prabowo ham indonesia hancur sepe i,"['kelas', 'pilih', 'jokowi', 'lawan', 'prabowo', 'ham', 'indonesia', 'hancur', 'sepe', 'i']"
suruh jawab salam pun susah ke anak babi ni eii babi nya jeezzzz',1,0,0,suruh salam susah anak babi nih oi babi nya jeezzzz,"['suruh', 'salam', 'susah', 'anak', 'babi', 'nih', 'oi', 'babi', 'nya', 'jeezzzz']"
"USER USER Pabrik itu di Belanda, bodoh, kok dipertahankan.'",1,0,0,pabrik belanda bodoh dipe ahankan,"['pabrik', 'belanda', 'bodoh', 'dipe', 'ahankan']"
"USER Hehehe itulah dungunya kamu, otak km terbalik, susah untuk dijelaskan, km itu anak ingusan baru tumbuh..., belum pantas mengerti, sana nete dulu sama ibumu... Dasar kadal kebon..'",1,0,0,hehe dungu otak km susah km anak ingus tumbuh menge i nete dasar kadal kebun,"['hehe', 'dungu', 'otak', 'km', 'susah', 'km', 'anak', 'ingus', 'tumbuh', 'menge', 'i', 'nete', 'dasar', 'kadal', 'kebun']"
"USER USER Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'",1,0,0,kayak orang bego bro b ego,"['kayak', 'orang', 'bego', 'bro', 'b', 'ego']"
PENGGUNA PENGGUNA PENGGUNA PENGGUNA Haha otakmu penuh dengan oli bekas\n\nAku harus mencucinya dengan air kencing unta',1,0,0,haha otak penuh oli bekas cuci air kencing unta,"['haha', 'otak', 'penuh', 'oli', 'bekas', 'cuci', 'air', 'kencing', 'unta']"
Meme pun nak cilok Indo punya ke? Dasar malingsia! Brengsek!',0,1,0,meme nak cilok indonesia dasar malingsia berengsek,"['meme', 'nak', 'cilok', 'indonesia', 'dasar', 'malingsia', 'berengsek']"
"Sontoloyo itu penggembala itik. Tapi istilah ini mngalami pergeseran makna: gak beres, lambat, dsb.\n\nSama kayak bajingan. Itu sebetulnya pngndara cikar. \n\nBetul gak Mas USER ?'",1,0,0,sontoloyo gembala itik istilah alami geser makna beres lambat kayak bajing kendara cikar mas,"['sontoloyo', 'gembala', 'itik', 'istilah', 'alami', 'geser', 'makna', 'beres', 'lambat', 'kayak', 'bajing', 'kendara', 'cikar', 'mas']"
"RT USER USER Sebenarnya USER itu hebat, dia berada di sebelah Machiavellian",1,0,0,hebat belah machiavellian,"['hebat', 'belah', 'machiavellian']"
"USER USER tai kucing lo ahh, pengecut!!'",1,0,0,tai kucing ah kecut,"['tai', 'kucing', 'ah', 'kecut']"
"USER USER ini juga keren, selain BO Survey dia juga merangkap sebagai koordinator cebong ya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nTL banyak sekali dukungan dari suku cebong.\nMantrraaaf \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'",1,0,0,keren bo survei rangkap koordinator cebong ya lini dukung suku cebong mantrraaaf,"['keren', 'bo', 'survei', 'rangkap', 'koordinator', 'cebong', 'ya', 'lini', 'dukung', 'suku', 'cebong', 'mantrraaaf']"
"Sumbu pendek: jokowi koalisi dengan negara PKI, Jokowi PKI, lengserkan jokowi.... pusying hamba",0,0,1,sumbu pendek jokowi koalisi negara partai komunis indonesia jokowi partai komunis indonesia lengser jokowi pusing hamba,"['sumbu', 'pendek', 'jokowi', 'koalisi', 'negara', 'partai', 'komunis', 'indonesia', 'jokowi', 'partai', 'komunis', 'indonesia', 'lengser', 'jokowi', 'pusing', 'hamba']"
"RT USER Satu lagi dari 7 sekolah yang dibakar, sehingga kader Prabowo harus bertanggung jawab",1,0,0,7 sekolah bakar kader prabowo be anggung,"['7', 'sekolah', 'bakar', 'kader', 'prabowo', 'be', 'anggung']"
LebaranPresiden Baru 1. Punya Massa 2. Punya Kewenangan 3. Punya Strategi MUI Gulingkan Jokowi Jelang Idul Fitri,0,0,1,lebaranpresiden 1 massa 2 wenang 3 strategi majelis ulama indonesia guling jokowi jelang idul fitri,"['lebaranpresiden', '1', 'massa', '2', 'wenang', '3', 'strategi', 'majelis', 'ulama', 'indonesia', 'guling', 'jokowi', 'jelang', 'idul', 'fitri']"
PENGGUNA RT: DONATOR 212 JADI KORBAN? \n(iya dia korban) \nTAPI korban KETERSEDIAANNYA menipu 86.720 orang yang hendak berangkat umrah.\nC\xe2\x80\xa6',0,1,0,donator 212 korban iya korban korban sedia tipu 86 720 orang berangkat umrah c,"['donator', '212', 'korban', 'iya', 'korban', 'korban', 'sedia', 'tipu', '86', '720', 'orang', 'berangkat', 'umrah', 'c']"
"Kalau kita benci Pak Jokowi, kenapa kita harus mengeluh atas koreksinya? Kita hapus saja USER USER USER USER",0,0,1,benci jokowi keluh koreksi hapus,"['benci', 'jokowi', 'keluh', 'koreksi', 'hapus']"
Ini Gubernur Pribumi lo yah. #2019GantiPresiden,1,0,0,gubernur pribumi ya 2019 ganti presiden,"['gubernur', 'pribumi', 'ya', '2019', 'ganti', 'presiden']"
Apakah ini Kntl indihome -_-',0,1,0,kontol indihome,"['kontol', 'indihome']"
"Usir aja nih cina satu. Ki gila pamungkas dibui gara-gara anti cina. Lha ini cina udh numpang di negeri ini, malah... URL",0,0,1,usir nih cina ki gila pamungkas bui gara gara anti cina cina tumpang negeri uniform resource locator,"['usir', 'nih', 'cina', 'ki', 'gila', 'pamungkas', 'bui', 'gara', 'gara', 'anti', 'cina', 'cina', 'tumpang', 'negeri', 'uniform', 'resource', 'locator']"
"RT USER Kalau tak akur dengan KPK, bubar saja. Jika kamu bisa. Jangan hanya dimarahi seperti anak kecil.",0,0,1,akur komisi berantas korupsi bubar marah sepe i anak,"['akur', 'komisi', 'berantas', 'korupsi', 'bubar', 'marah', 'sepe', 'i', 'anak']"
USER kalau ahok msih mnjbat gubernur di labrak tuh rumah sakit,1,0,0,ahok jabat gubernur labrak rumah sakit,"['ahok', 'jabat', 'gubernur', 'labrak', 'rumah', 'sakit']"
RT USER: tiap hari comment di FB pakai template yg sama: rezim PKI rezim anti-islam rezim penjilat cina dsb.,0,1,0,komen facebook pakai template rezim partai komunis indonesia rezim anti islam rezim jilat cina,"['komen', 'facebook', 'pakai', 'template', 'rezim', 'partai', 'komunis', 'indonesia', 'rezim', 'anti', 'islam', 'rezim', 'jilat', 'cina']"
Nah u tau sendiri jaman megawatu korupsi nya dikit jaman sby byk URL,1,0,0,tau jaman megawati korupsi nya jaman susilo bambang yudhoyono uniform resource locator,"['tau', 'jaman', 'megawati', 'korupsi', 'nya', 'jaman', 'susilo', 'bambang', 'yudhoyono', 'uniform', 'resource', 'locator']"
"Ayo Umat Islam Terus Pukuli Kelompok LGBT, Masyarakat Pahami Apa yang Perlu Diusir dari Islam USER Parmusi Dorong RUU Agama Anti-LGBT",0,0,1,ayo umat islam kelompok lgbt masyarakat paham usir islam parmusi dorong rancang undang undang agama anti lgbt,"['ayo', 'umat', 'islam', 'kelompok', 'lgbt', 'masyarakat', 'paham', 'usir', 'islam', 'parmusi', 'dorong', 'rancang', 'undang', 'undang', 'agama', 'anti', 'lgbt']"
USER USER USER USER USER USER USER USER USER USER Saya bangsa Indonesia dengan sukarela membasmi berudu komunis.',0,0,1,bangsa indonesia sukarela basmi berudu komunis,"['bangsa', 'indonesia', 'sukarela', 'basmi', 'berudu', 'komunis']"
Hai! Bisakah kamu menutupi moncongmu yang bau? Kamu selalu mengomel tentang pekerjaanmu!',1,0,0,hai tutup moncong bau omel kerja,"['hai', 'tutup', 'moncong', 'bau', 'omel', 'kerja']"
USER USER Jgn jgn yg kaya gitu bukan pendukug JKW lho tapi musuh dlm selimutnya JKW masa pendukung rusak citra yg didukung,1,0,0,kayak dukung jokowi lo musuh selimut jokowi dukung rusak citra dukung,"['kayak', 'dukung', 'jokowi', 'lo', 'musuh', 'selimut', 'jokowi', 'dukung', 'rusak', 'citra', 'dukung']"
"Tadi saya sedang membicarakan tentang sepeda motor yang membunyikan klakson terus menerus padahal di lampu merah terang. ""Wow, dongo! Suara norak!"" \n\nSaat aku melihat teman SMPku (--!)\n\nDia: Chaink?\n\n*Aku menangis sambil menungguku, capek sekali~'",1,0,0,bicara sepeda motor bunyi klakson lampu merah terang dongok suara norak lihat teman smpku chain menang tunggu cape,"['bicara', 'sepeda', 'motor', 'bunyi', 'klakson', 'lampu', 'merah', 'terang', 'dongok', 'suara', 'norak', 'lihat', 'teman', 'smpku', 'chain', 'menang', 'tunggu', 'cape']"
"Penjarakan semua orang kafir dan ateis Tiongkok! Termasuk Ahok, pemimpin babi yang korup!",0,0,1,penjara orang kafir ateis tiongkok masuk ahok pimpin babi korup,"['penjara', 'orang', 'kafir', 'ateis', 'tiongkok', 'masuk', 'ahok', 'pimpin', 'babi', 'korup']"
"Allah hu Barbar memang DUNGU & BIADAB Bang Fahri, Muslim tak mungkin hidup tanpa kafir, Anda pakai internet kan?",0,1,0,allah hu barbar dungu biadab bang fahri muslim hidup kafir pakai internet,"['allah', 'hu', 'barbar', 'dungu', 'biadab', 'bang', 'fahri', 'muslim', 'hidup', 'kafir', 'pakai', 'internet']"
PENGGUNA PENGGUNA PENGGUNA ANDA BODAT KOMUNIS BODOH,1,0,0,monyet komunis bodoh,"['monyet', 'komunis', 'bodoh']"
USER Cebong senior nihh',1,0,0,cebong senior nih,"['cebong', 'senior', 'nih']"
"Prabowo, jangan hanya mengomel soal image building",1,0,0,prabowo omel citra building,"['prabowo', 'omel', 'citra', 'building']"
musnahkan pki kenapa harus hilangkan lambang PKI di FILM...??? APAKAH ANDA TERINTIMIDASI MENTERI KOMUNI DAN PKI YANG Ibarat HANTU..??,0,0,1,musnah partai komunis indonesia hilang lambang partai komunis indonesia film intimidasi menteri komuni partai komunis indonesia hantu,"['musnah', 'partai', 'komunis', 'indonesia', 'hilang', 'lambang', 'partai', 'komunis', 'indonesia', 'film', 'intimidasi', 'menteri', 'komuni', 'partai', 'komunis', 'indonesia', 'hantu']"
"Mata USER sipit, babang'",1,0,0,mata sipit babang,"['mata', 'sipit', 'babang']"
Sesama umat Buddha radikal harus saling melindungi? mengusir duta besar Myanmar. SimpanRohingya PrayForRohingya,0,0,1,umat buddha radikal lindung usir duta myanmar simpanrohingya pray for rohingya,"['umat', 'buddha', 'radikal', 'lindung', 'usir', 'duta', 'myanmar', 'simpanrohingya', 'pray', 'for', 'rohingya']"
66. najis minta bgt gua kepruk ya lu gov',1,0,0,66 najis banget gue kepruk ya gubernur,"['66', 'najis', 'banget', 'gue', 'kepruk', 'ya', 'gubernur']"
Nama: Rizieq Shihab Status: Tersangka Kasus: Konten Pornografi (diduga) Mendukung Anies-Sandi,1,0,0,nama rizieq shihab status sangka konten pornografi duga dukung anies sandi,"['nama', 'rizieq', 'shihab', 'status', 'sangka', 'konten', 'pornografi', 'duga', 'dukung', 'anies', 'sandi']"
"USER Ketua USER Cebong pikir dia pintar, entahlah kalau dia hanya modal link, kik kik kik (padahal katanya gelar doktornya rendah)'",1,0,0,ketua cebong pikir pintar modal link kik kik kik gelar doktor rendah,"['ketua', 'cebong', 'pikir', 'pintar', 'modal', 'link', 'kik', 'kik', 'kik', 'gelar', 'doktor', 'rendah']"
"Dengan kekuatan Islam, kita akan menggulingkan rezim yang mendukung anti-Islam.",0,0,1,kuat islam guling rezim dukung anti islam,"['kuat', 'islam', 'guling', 'rezim', 'dukung', 'anti', 'islam']"
"USER paling jg itu2 lagi yg bikin hoax,gak jauh bani kampret'",0,1,0,bikin hoaks bani kampret,"['bikin', 'hoaks', 'bani', 'kampret']"
USER Smkin glojotan para pendukung anies.sandi..,0,1,0,kelojot dukung anies sandi,"['kelojot', 'dukung', 'anies', 'sandi']"
"Ahok: Memilih pemimpin berdasarkan agama melanggar konstitusi. Mending kita BUNGKUS BABI INI saja, SUARANYA TERPISAH ANTARA AGAMA YANG BERBEDA.",0,0,1,ahok pilih pimpin dasar agama langgar konstitusi mending bungkus babi suara pisah agama beda,"['ahok', 'pilih', 'pimpin', 'dasar', 'agama', 'langgar', 'konstitusi', 'mending', 'bungkus', 'babi', 'suara', 'pisah', 'agama', 'beda']"
USER Kupas tuntas dan kalahkan antek-antek komunis.,0,0,1,kupas tuntas kalah antek antek komunis,"['kupas', 'tuntas', 'kalah', 'antek', 'antek', 'komunis']"
"Semua Sabar Dan Tenang'....; Kita Tunggu Komando' Habibana Habib Rizieq...; Kita Umat Islam Solid Dan Bersatu, Jangan Terkecoh' Diadu Domba Cebong'2...; Kita Akan Memenangkan Keadilan Dan Kemakmuran Pada #2019PresidenBaru Mendatang, Seperti Pilkada Jakarta",0,1,0,sabar tenang tunggu komando habibana habib rizieq umat islam solid kecoh adu domba cebong 2 menang adil makmur 2019 presiden sepe i pilih kepala daerah jaka a,"['sabar', 'tenang', 'tunggu', 'komando', 'habibana', 'habib', 'rizieq', 'umat', 'islam', 'solid', 'kecoh', 'adu', 'domba', 'cebong', '2', 'menang', 'adil', 'makmur', '2019', 'presiden', 'sepe', 'i', 'pilih', 'kepala', 'daerah', 'jaka', 'a']"
"Setuju... Usir saja yang keturunan Arab, India, dan China, termasuk Anda Zul. URL",0,0,1,tuju usir turun arab india cina masuk zul uniform resource locator,"['tuju', 'usir', 'turun', 'arab', 'india', 'cina', 'masuk', 'zul', 'uniform', 'resource', 'locator']"
Jatuhkan PKI...ingat pengkhianatan PKI tahun 1948...URL,0,0,1,jatuh partai komunis indonesia khianat partai komunis indonesia 1948 uniform resource locator,"['jatuh', 'partai', 'komunis', 'indonesia', 'khianat', 'partai', 'komunis', 'indonesia', '1948', 'uniform', 'resource', 'locator']"
USER Kerja bagus mengusir orang Tionghoa keluar dari Karawang,0,0,1,kerja bagus usir orang tionghoa karawang,"['kerja', 'bagus', 'usir', 'orang', 'tionghoa', 'karawang']"
USER USER Yalord ceritanya panjang sekali. Intinya agensinya brengsek banget.',1,0,0,ya tuhan cerita inti agens berengsek banget,"['ya', 'tuhan', 'cerita', 'inti', 'agens', 'berengsek', 'banget']"
"Mulutmu Bau Kotoran Babi, PEMBELA ORBA ORBA PRIBADI ARAB SEBAGAI PENGGUNANYA MALU! HIH BANYAK BAJINGAN YANG DICURI KAMU SEBELUM PRESIDEN BUBAR '2030! URL",1,0,0,mulut bau kotor babi bela orde orde pribadi arab nya malu ih bajing curi presiden bubar 2030 uniform resource locator,"['mulut', 'bau', 'kotor', 'babi', 'bela', 'orde', 'orde', 'pribadi', 'arab', 'nya', 'malu', 'ih', 'bajing', 'curi', 'presiden', 'bubar', '2030', 'uniform', 'resource', 'locator']"
KamiBersamaPanglima dan pak USER lebih baik mundur URL,1,0,0,panglima mundur uniform resource locator,"['panglima', 'mundur', 'uniform', 'resource', 'locator']"
"RT USER Bukankah lebih baik Pak SBY mencalonkan diri sebagai presiden lagi kak, biar Jokowi mundur saja?",1,0,0,susilo bambang yudhoyono calon presiden kak biar jokowi mundur,"['susilo', 'bambang', 'yudhoyono', 'calon', 'presiden', 'kak', 'biar', 'jokowi', 'mundur']"
"Masih segar ingatan rakyat janji pak jokowi mau beli kembali PT Indosat yg dijual Megawati, kok setelah jd Presiden malah mau jual BUMN?",1,0,0,segar rakyat janji jokowi beli pt indosat jual megawati presiden jual badan usaha milik negara,"['segar', 'rakyat', 'janji', 'jokowi', 'beli', 'pt', 'indosat', 'jual', 'megawati', 'presiden', 'jual', 'badan', 'usaha', 'milik', 'negara']"
"USER Najis zu, aman yang banyak satpam lu minta gidaf lah biar masuk lagi'",1,0,0,najis zu aman satpam gidaf biar masuk,"['najis', 'zu', 'aman', 'satpam', 'gidaf', 'biar', 'masuk']"
selamat hari minggu... pki sdh tamat sdh hancur ... awasi gerakan hti klompotan mahluk kaki dua yg di larang di muka bumi Indonesia,0,1,0,selamat minggu partai komunis indonesia tamat hancur awas gera hati komplot makhluk kaki larang muka bumi indonesia,"['selamat', 'minggu', 'partai', 'komunis', 'indonesia', 'tamat', 'hancur', 'awas', 'gera', 'hati', 'komplot', 'makhluk', 'kaki', 'larang', 'muka', 'bumi', 'indonesia']"
PENGGUNA USER hancurkan pki. Mari kita dukung Prabowo untuk tahun 2019,0,0,1,hancur partai komunis indonesia mari dukung prabowo 2019,"['hancur', 'partai', 'komunis', 'indonesia', 'mari', 'dukung', 'prabowo', '2019']"
Geblek ya lu udah jam segini masih diajak bercanda ini juga gue masih mau kerja dan mikirin detailnya.',1,0,0,geblek ya jam gin ajak canda gue kerja pikir detail,"['geblek', 'ya', 'jam', 'gin', 'ajak', 'canda', 'gue', 'kerja', 'pikir', 'detail']"
PENGGUNA RT Usir Duta Besar Myanmar,0,0,1,usir duta myanmar,"['usir', 'duta', 'myanmar']"
2019 presiden akan berganti. Jokowi sudah tidak punya lagi amunisi.(Natalius Pigai) ; #2019GantiPresiden; #2019PresidenBaru; ;,1,0,0,2019 presiden ganti jokowi amunisi natalia pigai 2019 ganti presiden 2019 presiden,"['2019', 'presiden', 'ganti', 'jokowi', 'amunisi', 'natalia', 'pigai', '2019', 'ganti', 'presiden', '2019', 'presiden']"
USER Hah? Wah bangke emang nih truk',1,0,0,ha bangkai nih truk,"['ha', 'bangkai', 'nih', 'truk']"
"USER Idiot, aku jadi penasaran..Islam kalian yang mana..kalian tak lebih dari komplotan penjual ayat dan agama islam..kalian di perlakukan bodoh, hingga tak akan pernah bisa membedakannya Benar dan Salah, Rocky Gerung bilang Islam itu hanya fiksi, kamu tidak memahaminya. arti",0,1,0,idiot penasaran islam komplot jual ayat agama islam laku bodoh beda salah rocky gerung bilang islam fiksi paham a i,"['idiot', 'penasaran', 'islam', 'komplot', 'jual', 'ayat', 'agama', 'islam', 'laku', 'bodoh', 'beda', 'salah', 'rocky', 'gerung', 'bilang', 'islam', 'fiksi', 'paham', 'a', 'i']"
RT USER: Korupsi e ktp terjadi pada jaman SBY pak tengku URL,1,0,0,korupsi e kartu tanda duduk jaman susilo bambang yudhoyono tengku uniform resource locator,"['korupsi', 'e', 'kartu', 'tanda', 'duduk', 'jaman', 'susilo', 'bambang', 'yudhoyono', 'tengku', 'uniform', 'resource', 'locator']"
PENGGUNA PENGGUNA Anda terlambat,1,0,0,lambat,['lambat']
USER Bubarkan dpr..sarang kemiskinan rakyat,0,0,1,bubar dewan wakil rakyat sarang miskin rakyat,"['bubar', 'dewan', 'wakil', 'rakyat', 'sarang', 'miskin', 'rakyat']"
Pengguna,0,0,1,nan,['nan']
Hati-hati saja jika puisi Sukmawati dijadikan senjata politik. Orang kampung.',0,1,0,hati hati puisi sukmawati senjata politik orang kampung,"['hati', 'hati', 'puisi', 'sukmawati', 'senjata', 'politik', 'orang', 'kampung']"
USER USER Asek BOHONG aja lah kerja kelen...Bongggg...Cebong...\nKalo mati mgkin muncungnya yg duluan busuk',0,1,0,asyik bohong kerja bongggg cebong mati mancung busuk,"['asyik', 'bohong', 'kerja', 'bongggg', 'cebong', 'mati', 'mancung', 'busuk']"
RT USER: USER Rezim anti islam ... benar kan ! Gak bs dipungkiri lg ..,1,0,0,rezim anti islam dipungkiri,"['rezim', 'anti', 'islam', 'dipungkiri']"
2019 presiden akan berubah. Jokowi sudah tidak punya amunisi lagi. (Natalius Pigai); #2019GantiPresiden; #2019Presiden Baru; ;,1,0,0,2019 presiden ubah jokowi amunisi natalia pigai 2019 ganti presiden 2019presiden,"['2019', 'presiden', 'ubah', 'jokowi', 'amunisi', 'natalia', 'pigai', '2019', 'ganti', 'presiden', '2019presiden']"
"Selalu inget, km bukan siapa siapa. Bukan apa apa. Jadi gaada pentingnya juga buat kamu tau.\n\nBut, I need belong to someone. Hahaha. Agony of loneliness huh? Teori nya pak kassin lagi nih? Geblek!'",1,0,0,km tau but i need bong to someone haha agony of loneliness huh teori nya kassin nih geblek,"['km', 'tau', 'but', 'i', 'need', 'bong', 'to', 'someone', 'haha', 'agony', 'of', 'loneliness', 'huh', 'teori', 'nya', 'kassin', 'nih', 'geblek']"
"Masih ingat, kami mendepak Siloam China! Jika saya mati, anak-anak saya pasti akan mengerti filosofi hidup! Harga diri adalah yang terpenting, bukan berada di bawah kaki Penjajah",0,0,1,depak siloam cina mati anak anak menge i filosofi hidup harga kaki jajah,"['depak', 'siloam', 'cina', 'mati', 'anak', 'anak', 'menge', 'i', 'filosofi', 'hidup', 'harga', 'kaki', 'jajah']"
Ratusan Ormas Islam Gerebek LBH Jakarta: Hancurkan PKI! URL URL,0,0,1,ratus organisasi masyarakat islam gerebek jaka a hancur partai komunis indonesia uniform resource locator uniform resource locator,"['ratus', 'organisasi', 'masyarakat', 'islam', 'gerebek', 'jaka', 'a', 'hancur', 'partai', 'komunis', 'indonesia', 'uniform', 'resource', 'locator', 'uniform', 'resource', 'locator']"
Usir orang Cina...jangan hormati mereka..,0,0,1,usir orang cina hormat,"['usir', 'orang', 'cina', 'hormat']"
USER USER USER USER Belaga pilon lo cebong!\xf0\x9f\x98\x82\nScroll dong! \nHp lo doang smart! Tapi otak lo ada di ujung pantat..\xf0\x9f\x98\x9c',1,0,0,belaga pilon cebong scroll handphone doang otak ujung pantat,"['belaga', 'pilon', 'cebong', 'scroll', 'handphone', 'doang', 'otak', 'ujung', 'pantat']"
Penciuman Pak Jokowi memang tajam kalau soal pencarian uang.. upss salah penghutangan uang... Salut dengan... URL,1,0,0,cium jokowi tajam cari uang ups salah utang uang salut uniform resource locator,"['cium', 'jokowi', 'tajam', 'cari', 'uang', 'ups', 'salah', 'utang', 'uang', 'salut', 'uniform', 'resource', 'locator']"
"RT USER Belajar la dari negara tetangga vietnam terbukti korupsi hukuman mati pasti mikir tu tikus2 rakus nya, Indonesia sby aja ga berani ditumpas",0,1,0,ajar negara tetangga vietnam bukti korupsi hukum mati pikir tikus tikus rakus nya indonesia susilo bambang yudhoyono berani tumpas,"['ajar', 'negara', 'tetangga', 'vietnam', 'bukti', 'korupsi', 'hukum', 'mati', 'pikir', 'tikus', 'tikus', 'rakus', 'nya', 'indonesia', 'susilo', 'bambang', 'yudhoyono', 'berani', 'tumpas']"
"USER USER ,,, Ahok paham, bhw PB nya akan dijadikan bahan utk menyerang p Jokowi oleh kelompok bani Togel 212 kang ,,, spt halny pemberian remisi kpd Napi : 1. Teroris, Koruptor dan Narkoba kang ,,, jd P Ahok ingin bebas murni, spy tdk ada",1,0,0,ahok paham pb nya bahan serang p jokowi kelompok bani togel 212 kang surat pemberitahuan remisi napi 1 teroris koruptor narkoba kang p ahok bebas murni,"['ahok', 'paham', 'pb', 'nya', 'bahan', 'serang', 'p', 'jokowi', 'kelompok', 'bani', 'togel', '212', 'kang', 'surat', 'pemberitahuan', 'remisi', 'napi', '1', 'teroris', 'koruptor', 'narkoba', 'kang', 'p', 'ahok', 'bebas', 'murni']"
"USER USER tidak perlu berpikir terlalu jauh untuk mengganti presiden di tahun 2019... cukup ubah gendermu menjadi normal dulu untuk USER, baru kamu menendangnya.'",1,0,0,pikir ganti presiden 2019 ubah gender normal tendang,"['pikir', 'ganti', 'presiden', '2019', 'ubah', 'gender', 'normal', 'tendang']"
"bubarkan pansus, buang-buang uang dan cari karena tok.... URL",0,0,1,bubar panitia khusus buang buang uang cari tok uniform resource locator,"['bubar', 'panitia', 'khusus', 'buang', 'buang', 'uang', 'cari', 'tok', 'uniform', 'resource', 'locator']"
RT USER: USER USER Karena partai Pdip mu bajingan',0,1,0,ai partai demokrasi indonesia juang mu bajing,"['ai', 'partai', 'demokrasi', 'indonesia', 'juang', 'mu', 'bajing']"
USER USER Hahaha...Tulang org batak dimana-mana ada.. cuma Tulang manusia org batak kali...dan jg Lihut Binsar Panjaitan bukan org batak.. tp org Tionghoa sesat(batak murtad).',1,0,0,haha tulang orang batak tulang manusia orang batak kali luhut binsar panjaitan orang batak orang tionghoa sesat batak mu,"['haha', 'tulang', 'orang', 'batak', 'tulang', 'manusia', 'orang', 'batak', 'kali', 'luhut', 'binsar', 'panjaitan', 'orang', 'batak', 'orang', 'tionghoa', 'sesat', 'batak', 'mu']"
"USER kacrut , rank 10 tapi mainnya gk cerdas asal gebuk doang'",1,0,0,kacrut rank 10 main cerdas gebuk doang,"['kacrut', 'rank', '10', 'main', 'cerdas', 'gebuk', 'doang']"
RT USER USER Kata mas budi kumpul orang bodoh/gila dalam jumlah besar. Murah biayanya... URL,1,0,0,mas budi kumpul orang bodoh gila murah biaya uniform resource locator,"['mas', 'budi', 'kumpul', 'orang', 'bodoh', 'gila', 'murah', 'biaya', 'uniform', 'resource', 'locator']"
