Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER Rasanya asing.. u try dulu nanti bagi testimony hahahaha',0,0,0,0,0,0,0,0,0,0,0,0
#AtongKEPOH Suka gak sama monyet?',0,0,0,0,0,0,0,0,0,0,0,0
"Daripada bacot ini itu dan menyakiti orang lain, mending bercermin.'",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Kakak : Kau bila nak kahwin?\nAku : Malas.\nMak : Kau takde pakwe ke?\nAku : Malas.\nMak : Kau cari la pakwe. Kawan lelaki kau k\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
Makin hari berita makin lucu saja. Akrobat politik dilakukan demi menggerus elektabilitas Presiden Jokowi yang begitu tinggi.,0,0,0,0,0,0,0,0,0,0,0,0
"USER UU MD3, gimana tuh?'",0,0,0,0,0,0,0,0,0,0,0,0
deklarasi pilkada 2018 aman dan anti hoax PB jabon,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER tutupin badannya pake taplak buru',0,0,0,0,0,0,0,0,0,0,0,0
"USER Ini masih bicara soal pakaian di SMP/SMA.klo pengalaman di univ, univ katholik melarang/tidak menaungi organisasi kemahasiswaan di luar katholik (ga dpt uang UKM, ga boleh pake fasilitas kampus utk kegiatan, ga boleh oprec/promosi),univ Islam",0,0,0,0,0,0,0,0,0,0,0,0
Polisi lg selidiki asma terkait ga ama si anies sandi. Klo terkait jd rame nih. Gubernur hasil menyebar kebencian! URL,1,0,1,0,0,0,0,0,1,1,0,0
"Tomohon jga mrupakan pusat pmbelajaran agama Kristen dan Katolik. Ada tmpat khusus utk brdoa dan meditasi yg disebut Bukit Kasih, sbuah tmpat suci yg indah dan tenang. #TomohonInternationalFlowerFestival'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ooo.. jadi islam nusantara itu qiyas dari hindu nusantara...',0,0,0,0,0,0,0,0,0,0,0,0
cek -&gt; KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0,0,0,0
Lalat adalah serangga pertama yang akan menemukan bangkai walaupun ditempat yang paling tersembunyi sekalipun.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER pro rakyat aseng',0,0,0,0,0,0,0,0,0,0,0,0
Brengsek anjirittt siaaaaallllllll aku benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt',1,1,1,0,0,0,0,0,1,1,0,0
#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,1,1,1,0,1,1,0,0,0,1,0,0
"BUYA YAHYA ITU SALAH SATU ULAMA NU YANG LURUS. TIDAK MENUKAR AGAMANYA DENGAN UANG , PANGKAT DAN KEDUDUKAN. ; ; MAKA SUARA BUYA YAHYA ADALAH SUARA KEBENARAN.",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Madinah itu sebuah negara yg dipimpin Rasulullah dan dilanjutkan khulafur rasyidin. Buktinya, Rasul mengirimkan surat ke berbagai negara, melakukan perjanjian dg negara lain, mengatur ekonomi masyarakat, berjihad melawa",0,0,0,0,0,0,0,0,0,0,0,0
"""PH For All"", di mana semua ideologi dan agenda boleh bersarang dan berkubang di dalamnya - Liberal, Sekular, Syi\'ah, Evangelis, Humanis, Ateis, Feminis, Freethinker, Murtad dan LGBT serta ""islamis"".\n\nEntah apa lagi makhluk atau spesis yang akan join",0,0,0,0,0,0,0,0,0,0,0,0
"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",1,1,1,0,0,0,0,0,1,1,0,0
"USER Kalau USER diCAPRESkan, banyak kalangan Aseng/Asing dan konco2nya serta media pendukungnya rame2 menolak; Mereka khawatir kejahatan dan main kotornya di negeri ini akan diberangusss seperti Reklamasi di Jakarta! \n\n#2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0
USER Kunyuk nih orang ...jng kasih kendor nih segera cyduk.',1,1,1,0,0,0,0,0,1,0,0,1
USER Kemenangan Anies Sandi seharusnya batal demi hukum,1,0,1,0,0,0,0,0,1,1,0,0
USER Sy blg smua yg dtg dari nabi itu sunnah. Amalkan yg msh relevan.\n\nRelevansinya itu APAKAH SUNNAH INI MEMBUAT MUDHARAT APA GAK?\nEx: kemana2 naik onta.\n\nKlo GAK SESUAI DGN KHANAZAH LOKAL TP GAK ADA MUDHARATNYA ya TTP BS DI AMALKAN.\n\nGa usah,0,0,0,0,0,0,0,0,0,0,0,0
USER Bangsad kuadrat emang ya lo',1,1,1,0,0,0,0,0,1,1,0,0
Pelapor Ganjar Pranowo adalah Djuju Purwantoro yg jg adalah LBH Bang Jafar; ; Bang Jafar adalah pendukung Anies dan Sandi di DKI; ; silahkan simpulkan sendiri arah pelaporan thdp Ganjar Pranowo yg hanya bacakan puisi karya Gus Mus,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER selalu dalam damai untuk kamu, ""untukmu agamamu untukku agamaku.."" begitu dalam kitab suci alqur\'an.. *Jadi orang kristen yg taat aja, dan urusan muslim tuk menjadi muslim yang taat juga.. #Kalo lu hormat sebagi",0,0,0,0,0,0,0,0,0,0,0,0
"Allah memberikan dunia kpd (manusia) yg Dia cintai dan yg Dia benci. Tetapi Dia tdk memberikan (kesadaran ber-) agama, kecuali kpd yg Dia cintai. ; Maka, barangsiapa yg diberikan (kesadaran ber-) agama oleh Allah, berarti ia dicintai oleh-Nya.; ; ~ (HR. A",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: admin kok dendaman, gausa jd admin tolol'",1,1,1,0,0,0,0,0,1,1,0,0
USER Sa ae lu upil onta \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
USER mungut dimana lagi tuh orang..?? Tampang Cebong kok ngaku2 ulama muda...',1,1,1,0,0,0,1,0,0,1,0,0
yaudah apalagi yg harus di tunggu ini udah keluar jalur nya !! lengserkan jokowi JokowiEnd,1,0,1,0,0,0,0,0,1,0,0,1
USER Rakyat indonesia akan lihat azab yang akan kau dapat poltak..\nMulut bangke di pelihara.',1,1,1,0,0,0,1,0,0,1,0,0
Aku selalu buat keputusan terus dari hati aku terus cakap . Tu kekadang mcm bodo tah lah',0,1,0,0,0,0,0,0,0,0,0,0
"#lrt ya allah :(( barel ada barang diduga bom??? Merinding asli ya allah takut, mana td sempet mo beli dimsum gak kebayang kalo sampe ""kejadian"" \xf0\x9f\x98\xad\xf0\x9f\x98\xad'",0,0,0,0,0,0,0,0,0,0,0,0
"semua diklaim sama bani bong\ndari yang paling toleran, paling pancasilais, paling bhinekais, paling aktivis, dan sampai paling islmis.\neealahh..\ndasar tutup botol penyok \xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Setuju ... Presiden PKS,0,0,0,0,0,0,0,0,0,0,0,0
"- Janji buka 10 juta lapangan pekerjaan tapi malah buat Perpres muluskan Tenaga Kerja Asing.; ; - Janji swamsembada pangan dalam 3 tahun, nyatanya Impor beras, garam, dll.; ; - Janji akan turunkan harga BBM dan Tarif Dasar Listrik, nyatanya BBM dan TDL din",0,0,0,0,0,0,0,0,0,0,0,0
Kalau hanya sekedar kata maaf ... dimana lagi letak martabat &amp; wibawa #NKRI sbgai negara yg berdaulat .. ; USER USER USER USER; USER USER; USER USER USER USER; #NKRItanahPribumi; #SelamatkanNKRI; #20,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: PENJARAKAN PENISTA AGAMA !!! ATAU USER TURUN !!! https:\/\/t.co\/vqH0TNXaRz,1,1,0,1,0,0,0,0,1,0,0,1
"Besok kalau Prabowo jd nyapres dan teriak-teriak ""kita ini sama Indonesia"" jangan dipercaya ya. Dia aja pakai isu sara selama ini nih",1,0,1,0,0,0,0,0,1,1,0,0
USER U gataw waktu taun baru dia valik lg tai bgt',0,1,0,0,0,0,0,0,0,0,0,0
Waduh si banci bikin sensasi lagi nihh URL,1,1,1,0,0,0,0,1,0,1,0,0
RT USER ntar kalau udah menjabat bikin lagi aja kampung Anies-Sandi yg lain.. USER rusuhin kerja orang aja..,1,0,1,0,0,0,0,0,1,1,0,0
"\xf0\x9f\x91\xa6: ""Jangan jahatin anak orang""\n\xf0\x9f\x91\xa8: ""Baru juga sekali udah diginiin. Haha""\n\nEmang mau berapa kali lo jahatin anak orang, suparji........ mau sekali seribu kali juga lo jahat otong...sinting ya?'",1,1,1,0,0,0,1,0,0,1,0,0
USER USER Melayu hidang daging lembu pada tetamu Hindu pula? Di mana sensitiviti mereka?',1,0,0,1,1,1,0,0,0,0,1,0
"USER Pak USER KemenAg tak perlu urus Teroris Islam, tapi orang sperti Anda & Gus Mus agar buang Islam",1,0,0,1,1,0,0,0,0,0,1,0
Sampe lupa besok pagi sidang pendadaran. Ahaha. Anjir. Anjir. Mampus.',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER wuih.. paham betul Jawa Timur..; kok ndak jadi penasehat gubernur toh mas.. kok malah mburuh pabrik..; eman2 potensimu mas..#eh; ;,0,0,0,0,0,0,0,0,0,0,0,0
"Untuk lengerkan Jokowi, Megawati lengserkan dulu Ahok, untuk lengserkan Ahok padamkan dulu lilin sepanjang Nusantara",1,0,1,0,0,0,0,0,1,0,0,1
Mau membantu? Lengserkan jokowi.,1,0,1,0,0,0,0,0,1,0,0,1
USER kuat memfitnah tu..menteri agama dah bgthu lgbt adlah haram..bila pak lebai fitnah suci..manifesto ph menstabilkan harga minyak telah dibuat ngn memberi subsidi harga minyak yg ditanggung oleh kerajaan',0,0,0,0,0,0,0,0,0,0,0,0
"Bengkalis Jadi Tuan Rumah PIOS, Diperkirakan 3.000 Mahasiswa Kampus Islam Riau-Kepri Ikut",0,0,0,0,0,0,0,0,0,0,0,0
USER Calon-calon dimarahin bos langsung minta resign. Cupu',1,1,1,0,0,0,0,0,1,1,0,0
"tempat paporit kerjain tugas adlh bux, krn kita sering dpt kupon gratisan dr temen \xf0\x9f\x98\x85 so lucky lah.\nngerjain tugas plus curhat, pokonya baru pulang pas uda ditelpon \xf0\x9f\x98\x82\nkalo nda makan mi ayam rica biasanya kita jajan mi goren",0,0,0,0,0,0,0,0,0,0,0,0
"#PrabowoAnisMatta cocok !!!!; ; ""Sebesar apapun masalah yg kita hadapi, benteng Kebahagian kita tak boleh tersentuh""; ~ USER ; ; USER USER USER USER USER USER USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0
"Banyak yg nyerang wa, ada yg kira wa cebong'",0,1,0,0,0,0,0,0,0,0,0,0
USER Cebong kacung dungunya ampe ke tulang rusuk..',1,1,1,0,0,0,0,0,1,1,0,0
USER kpop e bom ta',0,0,0,0,0,0,0,0,0,0,0,0
"USER Jokowi Naik Motor Listrik, Produsen Motor Langsung Melirik Papua Presiden Joko W",0,0,0,0,0,0,0,0,0,0,0,0
"USER aku brengsek, masa adik ku kecebur aku ketawain?'",0,1,0,0,0,0,0,0,0,0,0,0
"Semua unjuk rasa di Indonesia itu tuntutannya cuma satu ""lengserkan Jokowi""...",1,0,1,0,0,0,0,0,1,0,0,1
"USER Pak USER tak dpt bantah Beriman pd Allah SWT = Beriman pd KEBIADABAN, wajib pelopori Buang Islam",1,1,0,1,1,0,0,0,0,0,0,1
USER USER Bani Cebong jangan girang dulu',1,1,0,1,0,0,0,0,1,0,1,0
kriminalisasi ulama?,0,0,0,0,0,0,0,0,0,0,0,0
"USER assalammualaikum pak,kapan ya masalah video penghinaan presiden di angkat ke ilc ?biar semua tau keadilan itu buat siapa...trima kasih,wassalammualaikum'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER Rapihkan dong jakarta. Jangan karena sakit hati Lu pura pura diam.\nMau Nyapres ? Mikir Lu aseng',1,0,1,0,0,0,0,0,1,1,0,0
"USER Tai bet lu, Dit'",1,1,1,0,0,0,0,0,1,1,0,0
"Lae Ferdinand, cocoknya jokowi di lengserkan di trotoar...jgn ditengah jalan..nanti diseruduk b2 lho",1,0,1,0,0,0,0,0,1,1,0,0
"Ilmu mengajarkan mana yang baik dan mana yang buruk. Dan akhlak mengajarkan mana yang pantas dan mana yang tidak pantas. Jadi, bekalilah anak-anak kita dengan ilmu pengetahuan dan akhlak yang baik (TGB Zainul Majdi); ; #TGBuntukINDONESIA; #TGBPresiden2019",0,0,0,0,0,0,0,0,0,0,0,0
"Udah jelek brengsek lagi, kenapa\ngak mampus aja sekalian :('",1,1,1,0,0,0,0,0,1,1,0,0
"RT USER: Pngen bngt dudukin kontol kayak gini nusuk2 perut, siapa yg mo jd kudanya didudukin? #bokepgratis #memek #ngentot https\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"Bertemu Ulama Jabar, Presiden Jokowi mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak (10/4/18)",0,0,0,0,0,0,0,0,0,0,0,0
Benarkah YM masuk lingkaran istana rezim sekarang ? ... Kalau memang benar musibah bagi umat islam ... Karena ternyata banyak penghianat demi urusan dunia',0,0,0,0,0,0,0,0,0,0,0,0
"""Sebagai negara yang juga mengirimkan TKI di negara lain, Indonesia juga tidak bisa melarang TKA masuk. Akan tetapi, pemerintah harus lebih memperhatikan dan melindungi tenaga kerja lokal..."" ujar USER\nURL",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Mestinya nanti Fahri hamzah di kasih pekerjaan jadi pembawa tas presiden pasti cocok.. Iyakan USER....??',1,0,1,0,0,0,0,0,1,1,0,0
USER USER Hahaha...Tulang org batak dimana-mana ada.. cuma Tulang manusia org batak kali...dan jg Lihut Binsar Panjaitan bukan org batak.. tp org Tionghoa sesat(batak murtad).',1,1,1,0,0,1,0,0,0,1,0,0
USER Bukan gerakan instant peluk aku untuk menghapus stigma negatif wanita bercadar yang cuma bersifat insidentil bom teroris. Prett\xf0\x9f\x92\xa8',1,0,0,1,1,0,0,0,0,0,1,0
"""Salah satu problem mendasar umat Islam di dunia ini adalah kemiskinan.""",0,0,0,0,0,0,0,0,0,0,0,0
"USER Mohon blokir dg tegas,akun yang provokatif dan pemecah belah, akun bayaran,antek dollar ,Cc USER USER USER'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER usir rohingya dari indonesia, krn rohingya sudah menistakan gadis budha di myanmar.",1,0,0,1,0,1,0,0,0,0,0,1
"USER itu oknum kali, pendeta rahib mungkin ada juga, setiap agama adalah walaupun jarang denger sih buddha hindu gitu. yg jadi masalah adalah mereka gak pernah claim penyempurna pembawa damai gak penah juga heboh2 kalau ada yg masuk atau pindah agam",0,0,0,0,0,0,0,0,0,0,0,0
Asing sama tl sendiri \xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Kl mau meniru nabi, lajur utama buat onta, lajur kiri buat mobil dan motor.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Cukup sudah, #2019GantiPresiden aja, pemerintah underestimate dgn intelektualitas rakyat",1,0,1,0,0,0,0,0,1,1,0,0
apa yang anda pikirkan?\nngelu sumpek.\nPUSH RANK kalah terus.\nASU...',1,1,1,0,0,0,0,0,1,1,0,0
USER hati hati dalemnya ada rakitan bom /?',0,0,0,0,0,0,0,0,0,0,0,0
Moga USER terus berkembang pesat!,0,0,0,0,0,0,0,0,0,0,0,0
"Kemarin hari aku tak sengaja masuk ke suatu kedai kopi yang si empunya orang tionghoa, yang jajan pun juga. Agak berbeda, alih-alih bertanya kerja di mana, mereka bertanya ""usaha apa?"" \n\nDengan segenap terkaan, aku simpulkan, berarti ada juga aura peng",0,0,0,0,0,0,0,0,0,0,0,0
kader USER ada yg fitnah jokowi sbg antek komunis contoh: USER Jd tau siapa yg mainkan isu PKI URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER Udah Kodrat: PECUN-dang emg paling pinter cari alasan\xf0\x9f\x98\x82',1,1,1,0,0,0,0,1,0,1,0,0
"USER Iya sih. \xf0\x9f\x98\x82\n\nHari ini aja aku abis baca-baca sejarah kelam bangunan di Kota Tua. Sedih banget banyak pembantaian kaum tionghoa saat itu.\n\nTerus aku keinget tragedi 98.\n\nTerus aku mikir. Saat tahun 98, orang indo yang kej",0,0,0,0,0,0,0,0,0,0,0,0
Lbh baik spt jgn menunggu 2019 lengserkan sesegera mgkn !! Betul perkataan pak USER bs hancur negeri ini klo USER presidentnya,1,0,1,0,0,0,0,0,1,0,0,1
"Ada baiknya partai2 koalisi pendukung Jokowi menyepakati salah 1 metode mendapatkan Cawapres Jokowi. Menugaskan bbrp lembaga survei punya reputasi baik, untuk mengukur tingkat elektabilitas sejumlah pasangan Jokowi. Kemudian serahkan 2 atau 3 teratas utk d",0,0,0,0,0,0,0,0,0,0,0,0
"Selama ada Novel di KPK, Sandi tetap Aman, mana mungkin Novel usut wakil Gubernur Sepupunya. Mana mungkin juga USER usut kasusnya Anies.",1,0,0,1,0,0,0,0,1,0,1,0
Brengsek Wondo. Joni lagi yg dibahas. Mana weekend nanti nonton Sisitipsi.',1,1,1,0,0,0,0,0,1,1,0,0
"USER fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",1,0,0,1,0,0,0,0,1,0,1,0
Penjarakan semua cina kafir dan ateis! Termasuk Ahok pemimpin babi tukang korupsi!,1,1,0,1,0,1,0,0,0,0,0,1
USER USER Siapa bilang anjirrr. Tetel batal bloon',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER kalau agama lain anda bilang kafir..pantas kalau kafir korupsi..kalau pemeluk islam korupsi kau bilang itu oknum!!...dasar bau busuk kau punya mulut',1,1,1,0,0,0,1,0,0,1,0,0
"Algaka Pilkada Kaltim 2018 Banyak Tumbang, Ini Kata KPU Berau",0,0,0,0,0,0,0,0,0,0,0,0
USER Jancuk ngomongin manga nyambungnya ke lagu jeketi. Wota kalo udh dgk bener2 dah',0,1,0,0,0,0,0,0,0,0,0,0
USER USER mampus lo USER',1,1,1,0,0,0,0,0,1,1,0,0
"24 jam kedepan pengen buta, budek aja gamau percaya apa apa sip!'",0,0,0,0,0,0,0,0,0,0,0,0
"Para politisi bangsat itu, mereka saling berlomba siasat untuk membuat sesat pikiran rakyat.\nTidak yang ber ""posisi"" dan ""oposisi"" sama-sama bejat!\nYang fanatik makin giat, tapi rakyat mulai penat.\nPolitisi masih sama seperti jerawat di pantat! Bodat!",1,1,0,1,0,0,0,0,1,0,1,0
USER Emg kampungan banget!!!!!',1,1,1,0,0,0,0,0,1,1,0,0
USER Nawar mulu onta',1,1,1,0,0,0,0,0,1,1,0,0
Antena lu panjang juga hut gw akui mulai jilat prabowo karena tau jokowi bakal keok di 2019 URL,1,0,1,0,0,0,0,0,1,1,0,0
TNI HARUS BERGERAK PKI SUDAH BANGKIT DAN MERAJALELA......!!!!LENGSERKAN JOKOWI GagAL TOTAL MEMIMPIN INDONESIA. URL,1,0,1,0,0,0,0,0,1,0,0,1
"Dulu di masa akhir Orde Baru, Din Syamsuddin sudah mengingatkan Amien Rais: â??Pak Amien itu seperti Muadzin yang berteriak2 meminta Presiden diganti, tapi nanti yg jadi imam-nya malah orang lain, bukan andaâ??.; ; Sampai sekarang ucapan Din Syamsuddin terbukt",0,0,0,0,0,0,0,0,0,0,0,0
USER 27 taun jadi warga Jateng baru ini denger Forum Umat Islam Bersatu. Kowe arep ngorak arik Pilkada Jateng?; Hambok ngorak arik ndhog wae ngopo? Ben wareg. ; Nek ngelih sok pekok soale.,1,1,0,1,0,0,0,0,1,0,1,0
Bukannya jokowi pemimpin terburuk itu? si raja utang/ahli pencitraan/maling ndeso/jago bohong/opresif/anak PKI/jongos cina komunis,1,1,1,0,0,1,0,0,0,1,0,0
Sekarang topi #2019GantiPresiden,0,0,0,0,0,0,0,0,0,0,0,0
USER Jangan suka buang sampah sembarangan.',0,0,0,0,0,0,0,0,0,0,0,0
"Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om, Bangsat lo, TAIK LO, maaf gw pake Bahasa Babi Ahok.",1,1,1,0,0,0,0,0,1,1,0,0
USER LAH AWAS YA MAMIH GAK W RESTUIN AMA KUNYUK PAPIH/?',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Dasar cebong, kalau diangkat malah mati.'",1,1,1,0,0,0,0,0,1,1,0,0
Sebagian ulama ahli tafsir mengatakan; yg dimaksud dengan menyembelih hewan adalah menyembelih hewan qurban setelah shalat Ied,0,0,0,0,0,0,0,0,0,0,0,0
USER Vclip penuh bokong \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
USER Bogel kunyuk hehe',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Udah jaman pa anies tapi para cebong masih gini2 aja.. \nMungkin akibat saham bir di hapus\xf0\x9f\x98\x81\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Aturan sebut salah satu yak. Biar yg lapor satu agama aja. Lah ini ga nyebut. Yg kesinggung ada 5 agama,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kenapa ngotot sekali ngasih atribut Nusantara? Karena Islam tanpa atribut, menohok jantung ide liberal, syiah, komunis.. \xf0\x9f\x98\x9c'",0,0,0,0,0,0,0,0,0,0,0,0
Itu akun NeoPKI>komunis>atheis! Hny berani muncul bak jamur di musim hujan di rezim jKW! Lebih pantes disebut rezim apa skrg ini ya?? miris,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER 1. Heran sama orang2 ini. Ketika kata aulyaa dlm al maidah 51 banyak ulama yang mengatakan itu artinya pemimpin, mereka kekeh bilang bahwa itu tidak diartikan pemimpin. padahal itu adalah kata2",1,0,0,1,1,0,0,0,0,0,1,0
"USER Kristen nusantara, hindu Nusantara, Budha nusantara, katolik nusantara, protestan nusantara, khong hu tju nusantara,.... Yg ada nusantara koes plus... Wkk wkkk'",0,0,0,0,0,0,0,0,0,0,0,0
USER Rezim sekarang lebih istimewa..?? mungkin mereka melihatnya dari bawah tanah... semakin hancur itu baru benar',1,0,0,1,0,0,0,0,1,0,1,0
"Selama salat Jumat di RCTI, selalu takjub kalo gak radikal bgt pasti menyentuh hati banget. Hari ini takjub karena khotbah-nya tentang Rasul yang silaturahim dengan orang Yahudi, dan penyampaiannya juga oke banget.'",0,0,0,0,0,0,0,0,0,0,0,0
"Huawei memperkirakan bahwa pada tahun 2025, sebanyak 86 persen perusahaan yang beroperasi secara global akan mengadopsi kecerdasan buatan (AI)",0,0,0,0,0,0,0,0,0,0,0,0
Indonesia saat ini makin mundur sejak dipimpin oleh jokowi URL,1,0,1,0,0,0,0,0,1,1,0,0
USER prlu bntu-an kusiap dbwh memek mbk.',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER Sudah benar\xc2\xb2 haqul yakin dukung perancis? \nKlo hasil survey..menangkan kroasia gmn? \n\xf0\x9f\x98\x80\xf0\x9f\x98\x81\xf0\x9f,0,0,0,0,0,0,0,0,0,0,0,0
Solusinya Cuma 2!! 1. Lengserkan Jokowi Sekarang Juga 2. Khilafah,1,0,1,0,0,0,0,0,1,0,0,1
"Segera koordinasikan kekuatan massa muslim..utk segera mengepung kedutaan Myanmar..usir Dubes dan Orang Budha"" Biadab itu Dari Indonesia!!!",1,1,0,1,1,1,0,0,0,0,0,1
USER USER mampus lo yo dimarahinn sama hyung 13 cm gue wkwkwkkw',1,1,1,0,0,0,0,0,1,1,0,0
USER USER tumben om ustadz ga on masalah ini...\nooopst...apa karena bawang dari aseng x yah ???\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',1,0,1,0,0,0,0,0,1,1,0,0
USER Antek aseng komunis kapitalis,1,0,1,0,0,1,0,0,0,1,0,0
"RT USER: gausah munafik! kalo di hati lo benci ya benci aja jangan sok damai damai! kalo gue masih tetep ""VIKING itu ANJING""\n#Dilar\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Gak pernah berubah emang Biu. \n\nBisa jadi orang itu bukan bermaksud munafik sama perasaannya tapi, siapa tau itu tameng kebahagiaan dia?\n\nMikirin kebahagian mah nggak ada abisnya, mending tidur.'",0,0,0,0,0,0,0,0,0,0,0,0
Pengamat Unpad: Kritik Prabowo kepada Jokowi Bisa Jadi Blunder USER USER URL,1,0,1,0,0,0,0,0,1,1,0,0
#DanaInvestorAsing Deputi Gubernur BI. Dody Budi Waluyo : kepercayaan investor untuk masuk ke portoflio domestik meningkat pasca kenaikan peringkat utang dari Moody's Investor Service #Invetasi #Investor #EkonomiRI,0,0,0,0,0,0,0,0,0,0,0,0
"Cuuyy masih ga bisa nih,kacrut provider lu USER USER'",1,1,0,1,0,0,0,0,1,0,1,0
Yg dulu ngacir waktu di datangi oleh Ulama dan Jama'ah siapa ya...?; ; Yg dulu Nembakin Gas Air Mata ke arah Ulama dan Jama'ah dgn cara membabi buta Siapa ya..?; ; Yg Diam saat Ulama di Fitnah bahkan di Teror habis?an Siapa ya..?; ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
"USER Benar pak, untuk itu mari kita cintai produk kita sendiri agar membantu produk kita bisa bersaing di pasar global. Dan semoga yg menang nanti jadi gubernur sumut bisa menjadikan sumut ini lebih baik baik di bidang peradangan, dll.",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Hayo nyok bajingan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
"RT USER: mana ada setan siang-siang, yang ada malah temen kyk setan. diajak keluar makan malah aq nitip aj'",0,1,0,0,0,0,0,0,0,0,0,0
Besok kalau Prabowo nyapres lagi kalau masih teriak-teriak NKRI harga mati jangan dipercaya ya?,1,0,1,0,0,0,0,0,1,1,0,0
USER iya anjir dah bolot budeg lagi',1,1,1,0,0,0,1,0,0,1,0,0
"Kalo ak jadi Gubernur Bank, akan kuminta seluruh pecahan uang dicetak dengan wajah USER",0,0,0,0,0,0,0,0,0,0,0,0
"Saat Paul Pogba Selebrasi Gol, Terdengar Tiruan Suara Monyet URL",0,0,0,0,0,0,0,0,0,0,0,0
USER LAH ANJIR KENAPAAA MENCRET MKSDNYA?:(',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Jangan Lupa USER Adalah Pendukung Penista Agama (ahok) URL,1,0,0,1,1,0,0,0,0,0,1,0
RT USER Karena Jokowi dan Ahok haters pendukung Wowo,1,0,1,0,0,0,0,0,1,1,0,0
USER Emang ada cebong yg nggak dungu??? URL,1,1,0,1,0,0,0,0,1,0,1,0
RT USER ..hehh wo.. jika rakyat masih susah nape si ZON malah minta para temen DPR baru ? .. situ masih waras kan wo ? ga makan micin kan ?,1,0,1,0,0,0,0,0,1,1,0,0
"Dan sekarang kembali ditahan paksa dengan tuduhan kasus berbeda, mengerikan rezim jokowi URL",1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER Loh bangsa cebong bangga kok dengan dirinya, sampai dibikinkan kaos dan logo segala, belum paham? Kalu kampret yang mana? Emang ada yang mengaku dan bangga disebut begitu?'",1,1,1,0,0,0,0,0,1,1,0,0
"Misalnya ada suatu kondisi dimana kita lagi khawatirin si dia, tapi dia malah seneng-seneng sama yang lain. Itu babi namanya.'",0,1,0,0,0,0,0,0,0,0,0,0
